h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,3.48824,1.55206,2.74496,1.55206,"{'att': 186, 'def': 26}","{'att': 329, 'def': 22}",12,3,2,1,2.5993,w,2024-08-17 19:30:00,1,0,0,3,1.1928999999999998
h,2.41577,1.09985,2.41577,0.356575,"{'att': 169, 'def': 22}","{'att': 363, 'def': 19}",12,4,2,1,2.3457,w,2024-08-24 17:00:00,1,0,0,3,2.0591950000000003
a,1.51872,0.392473,1.51872,0.392473,"{'att': 141, 'def': 15}","{'att': 267, 'def': 34}",8,7,2,1,2.3057,w,2024-08-27 19:30:00,1,0,0,3,1.126247
h,4.94022,0.422493,4.94022,0.422493,"{'att': 171, 'def': 26}","{'att': 370, 'def': 15}",12,2,7,0,2.9817,w,2024-08-31 15:00:00,1,0,0,3,4.517727
a,2.5936,1.09568,2.5936,1.09568,"{'att': 255, 'def': 28}","{'att': 296, 'def': 22}",11,4,4,1,2.389,w,2024-09-15 14:15:00,1,0,0,3,1.49792
a,4.1937,2.39605,3.45042,2.39605,"{'att': 192, 'def': 34}","{'att': 357, 'def': 19}",10,6,5,1,2.403,w,2024-09-22 16:30:00,1,0,0,3,1.05437
h,2.20799,0.929851,2.20799,0.929851,"{'att': 46, 'def': 12}","{'att': 351, 'def': 16}",7,2,1,0,2.3253000000000004,w,2024-09-25 19:00:00,1,0,0,3,1.2781390000000001
a,0.751814,2.50067,0.751814,1.75739,"{'att': 85, 'def': 14}","{'att': 336, 'def': 25}",10,2,2,4,0.24459999999999998,l,2024-09-28 19:00:00,0,0,1,0,-1.005576
a,2.49367,0.794829,2.49367,0.794829,"{'att': 118, 'def': 24}","{'att': 473, 'def': 17}",9,3,3,0,2.5469999999999997,w,2024-10-06 14:15:00,1,0,0,3,1.6988409999999998
h,4.08528,0.599652,3.342,0.599652,"{'att': 181, 'def': 29}","{'att': 353, 'def': 25}",14,2,5,1,2.9454,w,2024-10-20 19:00:00,1,0,0,3,2.7423480000000002
a,2.51566,1.40359,2.51566,1.40359,"{'att': 189, 'def': 26}","{'att': 256, 'def': 31}",4,3,4,0,2.1338,w,2024-10-26 19:00:00,1,0,0,3,1.1120700000000001
h,1.94398,0.787359,1.94398,0.787359,"{'att': 110, 'def': 24}","{'att': 453, 'def': 21}",15,2,3,1,2.2470999999999997,w,2024-11-03 15:15:00,1,0,0,3,1.156621
a,0.514102,1.88518,0.514102,1.88518,"{'att': 148, 'def': 15}","{'att': 380, 'def': 34}",7,7,0,1,0.40769999999999995,l,2024-11-10 20:00:00,0,0,1,0,-1.3710780000000002
a,1.93782,2.75981,1.93782,2.75981,"{'att': 219, 'def': 16}","{'att': 352, 'def': 31}",7,8,2,2,0.8954,d,2024-11-23 20:00:00,0,1,0,1,-0.8219899999999998
h,2.18354,0.599185,2.18354,0.599185,"{'att': 137, 'def': 23}","{'att': 325, 'def': 16}",15,5,1,2,2.455,l,2024-11-30 13:00:00,0,0,1,0,1.584355
a,5.38074,0.921728,4.63746,0.921728,"{'att': 168, 'def': 26}","{'att': 293, 'def': 26}",13,3,5,1,2.9861,w,2024-12-03 18:00:00,1,0,0,3,3.715732
a,1.54117,2.76257,1.54117,2.0193,"{'att': 168, 'def': 18}","{'att': 347, 'def': 38}",6,4,2,2,0.5269999999999999,d,2024-12-07 15:15:00,0,1,0,1,-0.47812999999999994
h,2.16597,0.77236,2.16597,0.77236,"{'att': 81, 'def': 19}","{'att': 341, 'def': 20}",20,3,0,1,2.3989,l,2024-12-15 20:00:00,0,0,1,0,1.3936100000000002
h,3.37424,0.710716,3.37424,0.710716,"{'att': 257, 'def': 30}","{'att': 309, 'def': 14}",17,2,1,2,2.8058,l,2024-12-21 20:00:00,0,0,1,0,2.663524
a,3.50383,1.16921,3.50383,1.16921,"{'att': 53, 'def': 18}","{'att': 344, 'def': 22}",21,5,1,1,2.7008,d,2025-01-18 20:00:00,0,1,0,1,2.3346199999999997
h,4.35875,1.30328,4.35875,1.30328,"{'att': 120, 'def': 20}","{'att': 449, 'def': 27}",14,4,7,1,2.8259,w,2025-01-26 20:00:00,1,0,0,3,3.0554699999999997
h,1.18526,0.126278,1.18526,0.126278,"{'att': 128, 'def': 16}","{'att': 376, 'def': 31}",3,1,1,0,2.4121,w,2025-02-02 13:00:00,1,0,0,3,1.0589819999999999
a,1.93199,0.921429,1.93199,0.921429,"{'att': 192, 'def': 20}","{'att': 268, 'def': 18}",11,3,4,1,2.1788,w,2025-02-09 20:00:00,1,0,0,3,1.010561
h,2.82775,1.30941,2.08447,1.30941,"{'att': 218, 'def': 25}","{'att': 365, 'def': 22}",10,2,1,0,2.4169,w,2025-02-17 20:00:00,1,0,0,3,0.7750600000000001
a,1.66486,0.431009,1.66486,0.431009,"{'att': 149, 'def': 18}","{'att': 373, 'def': 21}",12,1,2,0,2.3322,w,2025-02-22 20:00:00,1,0,0,3,1.233851
h,3.63697,0.0,3.63697,0.0,"{'att': 139, 'def': 33}","{'att': 220, 'def': 9}",33,0,4,0,2.9746,w,2025-03-02 15:15:00,1,0,0,3,3.63697
a,2.16215,1.09435,2.16215,1.09435,"{'att': 176, 'def': 33}","{'att': 259, 'def': 15}",11,5,4,2,2.1636,w,2025-03-16 20:00:00,1,0,0,3,1.0678
h,4.63707,0.53356,3.89379,0.53356,"{'att': 140, 'def': 20}","{'att': 408, 'def': 33}",14,1,3,0,2.9814,w,2025-03-27 20:00:00,1,0,0,3,3.36023
h,2.75333,0.490847,2.75333,0.490847,"{'att': 178, 'def': 25}","{'att': 290, 'def': 24}",12,2,4,1,2.7445000000000004,w,2025-03-30 15:15:00,1,0,0,3,2.262483
h,1.46844,0.249939,1.46844,0.249939,"{'att': 146, 'def': 31}","{'att': 412, 'def': 10}",12,2,1,1,2.4378,d,2025-04-05 19:00:00,0,1,0,1,1.218501
a,1.10105,0.5988,1.10105,0.5988,"{'att': 181, 'def': 19}","{'att': 300, 'def': 19}",8,5,1,0,1.8188,w,2025-04-12 19:00:00,1,0,0,3,0.5022500000000001
h,2.56587,2.50499,1.82259,2.50499,"{'att': 181, 'def': 27}","{'att': 338, 'def': 23}",16,2,4,3,1.4045,w,2025-04-19 14:15:00,1,0,0,3,-0.6823999999999999
h,3.43457,0.326579,3.43457,0.326579,"{'att': 104, 'def': 33}","{'att': 358, 'def': 20}",22,0,1,0,2.898,w,2025-04-22 19:30:00,1,0,0,3,3.1079909999999997
a,2.21168,0.745612,2.21168,0.745612,"{'att': 71, 'def': 28}","{'att': 289, 'def': 13}",13,0,2,1,2.3689,w,2025-05-03 19:00:00,1,0,0,3,1.466068
h,4.10632,2.5616,4.10632,1.81832,"{'att': 187, 'def': 26}","{'att': 219, 'def': 18}",13,2,4,3,2.2721000000000005,w,2025-05-11 14:15:00,1,0,0,3,2.2880000000000003
a,0.735877,1.51531,0.735877,1.51531,"{'att': 119, 'def': 25}","{'att': 375, 'def': 16}",10,4,2,0,0.6825000000000001,w,2025-05-15 19:30:00,1,0,0,3,-0.7794329999999999
h,1.569,1.96183,1.569,1.96183,"{'att': 199, 'def': 29}","{'att': 245, 'def': 15}",16,5,2,3,1.0637,l,2025-05-18 17:00:00,0,0,1,0,-0.39283
a,3.36402,0.750806,2.62074,0.750806,"{'att': 113, 'def': 24}","{'att': 524, 'def': 36}",6,4,3,0,2.8474000000000004,w,2025-05-25 19:00:00,1,0,0,3,1.8699340000000002
