event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,57,57,3654199,3682224,3654196,40,30,1000,0,0,2
2,58,111,3246811,3248957,3401217,35,19,1001,2,4,12
3,51,162,4229326,4239916,2890952,40,19,1003,0,0,4
4,71,233,3227442,3239635,2264036,30,3,1007,0,0,27
5,69,302,80045,81103,613168,1,3,1014,0,0,6
6,90,392,39459,39916,91798,1,19,1016,1,0,2
7,88,480,340241,341659,28544,5,10,1019,2,0,0
8,79,559,699844,703893,14498,10,10,1027,0,0,6
9,65,624,1041294,1043235,4939,10,1,1027,2,0,10
10,73,697,3699846,3710123,8141,35,0,1033,1,0,8
11,47,740,2442242,2446834,7102,20,0,1035,2,4,4
12,55,795,1248967,1253790,3517,15,7,1038,1,0,4
13,60,851,415934,416618,1683,5,6,1037,2,4,11
14,91,942,171168,172035,380,5,4,1038,1,0,9
15,71,1013,661888,664489,128,10,4,1043,0,0,13
16,105,1118,25844,26223,13,1,9,1045,5,0,8
17,64,1182,7386586,7392801,89,60,9,1053,0,0,6
18,40,1222,8220453,8227497,175,70,27,1053,1,0,14
19,30,1252,11042460,11046363,457,90,10,1055,2,0,12
20,46,1298,4770008,4776889,880,40,0,1052,1,0,9
21,62,1360,1780887,1791069,613,15,0,1051,0,0,24
22,38,1398,7180501,7199399,851,60,0,1055,0,0,22
23,60,1458,1187921,1188334,249,10,1,1051,3,0,17
24,67,1525,2177296,2183007,234,20,0,1055,1,0,7
25,46,1571,10346370,10352606,1325,85,0,1057,0,0,10
26,73,1644,2061246,2064847,1156,20,22,1055,2,0,5
27,52,1696,3394303,3400628,900,30,20,1054,1,0,12
28,93,1789,74719,75387,305,1,4,1056,1,0,3
29,71,1860,2125627,2134152,216,20,4,1060,0,0,4
30,49,1909,4017578,4021565,350,35,3,1060,2,0,11
31,60,1965,1565078,1570548,461,15,3,1056,2,4,2
32,68,2033,709337,715604,290,10,0,1041,0,0,10
33,118,2151,307835,308827,243,5,7,1041,1,0,0
34,67,2218,383348,389500,173,5,7,1043,0,0,5
35,54,2272,4949151,4970265,198,40,7,1046,0,0,10
36,98,2370,408659,410698,81,5,0,1044,2,0,10
37,33,2399,3408838,3411678,68,30,0,1044,2,4,14
