event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,69,69,1090649,1191032,1090649,15,0,1000,0,0,6
2,84,153,102625,106311,30134,1,0,1000,0,0,7
3,49,202,5226808,5281689,88576,50,0,1004,2,0,5
4,73,275,2784551,2832533,107704,25,34,1005,1,0,9
5,63,334,368184,373072,46751,5,34,1009,2,4,4
6,53,387,4433316,4459083,142378,40,27,1012,1,0,8
7,81,468,1038947,1067030,77599,10,4,1013,1,0,9
8,81,549,568935,581947,34849,5,0,1019,1,0,7
9,45,594,6097603,6200547,54391,50,1,1024,0,0,29
10,60,654,8075821,8158830,146282,70,1,1030,0,0,14
11,46,700,2780845,2808806,113263,25,4,1033,2,0,5
12,41,741,5088197,5143994,134292,45,14,1035,1,0,2
13,58,799,525362,532517,63734,5,11,1036,1,0,13
14,80,879,1036703,1059665,37663,10,8,1037,1,0,7
15,60,939,2311282,2369929,29740,20,8,1044,0,0,7
16,102,1041,45452,46646,6656,1,3,1051,4,0,5
17,87,1128,1594823,1627566,5068,15,3,1057,0,0,6
18,50,1178,3863040,3879198,4586,35,27,1058,3,0,0
19,33,1211,9634550,9771471,7594,80,27,1058,0,0,7
20,67,1278,441499,452191,3256,5,16,1057,1,0,4
21,54,1332,4457417,4501099,3947,40,28,1057,1,0,8
22,46,1378,3599650,3636752,3136,30,26,1056,1,0,11
23,42,1420,7241567,7295725,3037,60,5,1054,1,0,8
24,52,1472,7784524,7817470,6774,65,5,1053,1,0,3
25,89,1557,134220,136304,3183,5,1,1050,2,4,3
26,76,1633,1412062,1435106,2176,15,2,1052,1,0,0
27,43,1676,7612070,7668282,2870,60,6,1053,1,0,10
28,93,1769,68284,72322,995,1,2,1040,0,0,3
29,53,1822,6677123,6781175,1907,55,2,1045,0,0,3
30,44,1866,5715874,5866114,3843,45,2,1047,0,0,16
31,62,1928,1244567,1255755,3532,10,50,1043,3,0,3
32,60,1988,2226844,2252903,3356,20,55,1046,1,0,7
33,126,2114,152702,156520,1981,5,55,1043,0,0,18
34,59,2173,1148260,1153862,2080,10,73,1042,1,0,0
35,78,2251,209455,213982,649,5,0,1045,1,0,8
36,96,2347,540103,553889,296,5,8,1041,1,0,6
37,30,2377,4261306,4294780,241,35,2,1042,1,0,0
