element_in,element_in_cost,element_out,element_out_cost,entry,event,time
666,90,624,76,9307961,37,2026-05-15T16:01:26.333428Z
20,65,267,64,9307961,37,2026-05-15T16:01:26.325996Z
163,51,515,75,9307961,36,2026-05-09T09:55:50.534119Z
417,65,717,65,9307961,35,2026-05-01T15:27:05.855805Z
717,65,84,53,9307961,34,2026-04-24T16:04:11.530908Z
515,75,82,79,9307961,34,2026-04-24T16:04:11.530430Z
447,37,151,45,9307961,34,2026-04-24T16:04:11.523525Z
624,76,749,44,9307961,32,2026-04-10T16:51:00.856765Z
430,144,661,92,9307961,32,2026-04-10T16:51:00.856554Z
72,51,683,41,9307961,32,2026-04-10T16:51:00.856340Z
151,45,226,54,9307961,32,2026-04-10T16:51:00.856128Z
508,47,145,43,9307961,32,2026-04-10T16:51:00.855843Z
411,50,8,63,9307961,32,2026-04-10T16:51:00.855625Z
139,45,101,46,9307961,32,2026-04-10T16:51:00.855312Z
624,75,749,44,9307961,31,2026-03-20T17:34:02.362575Z
249,78,661,92,9307961,31,2026-03-20T17:34:02.362423Z
485,73,267,63,9307961,31,2026-03-20T17:34:02.362269Z
329,60,82,79,9307961,31,2026-03-20T17:34:02.362116Z
151,44,683,41,9307961,31,2026-03-20T17:34:02.361922Z
373,63,226,55,9307961,31,2026-03-20T17:34:02.361769Z
317,46,145,43,9307961,31,2026-03-20T17:34:02.361612Z
684,51,8,63,9307961,31,2026-03-20T17:34:02.361446Z
473,53,5,67,9307961,31,2026-03-20T17:34:02.361276Z
341,39,253,50,9307961,31,2026-03-20T17:34:02.361084Z
314,49,101,46,9307961,31,2026-03-20T17:34:02.360823Z
84,53,21,73,9307961,30,2026-03-14T13:29:24.700666Z
661,92,430,143,9307961,30,2026-03-14T13:27:50.681024Z
136,71,249,76,9307961,28,2026-02-27T09:36:29.183902Z
267,64,329,55,9307961,27,2026-02-21T13:25:19.125212Z
749,46,691,58,9307961,26,2026-02-10T17:33:48.698145Z
8,64,317,46,9307961,26,2026-02-10T17:33:48.690177Z
249,75,661,89,9307961,25,2026-02-06T18:06:15.776714Z
226,56,684,50,9307961,24,2026-01-29T23:57:38.762517Z
683,41,295,47,9307961,23,2026-01-24T07:34:00.984988Z
449,91,450,81,9307961,23,2026-01-18T00:47:17.151456Z
82,76,414,85,9307961,23,2026-01-18T00:47:17.144396Z
684,50,411,52,9307961,20,2026-01-03T05:56:41.736786Z
450,81,82,76,9307961,19,2025-12-29T23:35:04.084381Z
5,62,8,65,9307961,19,2025-12-29T23:35:04.080000Z
661,90,215,53,9307961,18,2025-12-26T17:53:15.157524Z
21,72,16,101,9307961,18,2025-12-26T17:53:15.156851Z
295,47,725,55,9307961,18,2025-12-26T17:53:15.149121Z
691,57,136,70,9307961,17,2025-12-20T01:24:35.588239Z
8,65,11,54,9307961,17,2025-12-20T01:24:35.580425Z
725,55,226,52,9307961,16,2025-12-13T11:06:13.873969Z
101,45,470,40,9307961,16,2025-12-13T11:06:13.873709Z
253,51,1,59,9307961,16,2025-12-13T11:06:13.873379Z
215,53,714,75,9307961,16,2025-12-13T03:14:02.125452Z
47,70,237,66,9307961,16,2025-12-13T03:14:02.125179Z
82,76,53,51,9307961,16,2025-12-13T03:14:02.124720Z
411,52,191,39,9307961,16,2025-12-13T03:14:02.124218Z
11,54,8,61,9307961,16,2025-12-13T03:14:02.123657Z
317,46,256,58,9307961,16,2025-12-11T23:55:23.838015Z
329,52,427,53,9307961,16,2025-12-08T22:51:36.927677Z
136,68,624,75,9307961,16,2025-12-06T21:28:32.752185Z
414,84,82,76,9307961,16,2025-12-06T21:28:32.747636Z
714,75,249,74,9307961,15,2025-12-06T06:52:11.403155Z
145,43,716,45,9307961,15,2025-12-06T06:52:11.396333Z
716,45,72,49,9307961,14,2025-12-02T16:24:04.040609Z
1,59,469,51,9307961,14,2025-12-02T16:24:04.032850Z
136,66,249,75,9307961,13,2025-11-29T06:06:29.254513Z
612,59,427,54,9307961,13,2025-11-29T06:06:29.254253Z
120,70,237,67,9307961,13,2025-11-29T06:06:29.253974Z
414,80,82,77,9307961,13,2025-11-29T06:06:29.253502Z
47,69,53,51,9307961,13,2025-11-29T06:06:29.253059Z
7,58,256,57,9307961,13,2025-11-29T06:06:29.252672Z
113,45,226,51,9307961,13,2025-11-29T06:06:29.252365Z
447,38,191,39,9307961,13,2025-11-29T06:06:29.251886Z
36,46,72,49,9307961,13,2025-11-29T06:06:29.251452Z
411,51,8,60,9307961,13,2025-11-29T06:06:29.250890Z
600,43,470,40,9307961,13,2025-11-29T06:06:29.250378Z
32,50,469,51,9307961,13,2025-11-29T06:06:29.249771Z
226,51,568,55,9307961,11,2025-11-08T08:26:48.743379Z
237,67,593,49,9307961,9,2025-10-24T15:31:05.460367Z
16,99,449,90,9307961,8,2025-10-18T04:02:42.555020Z
8,58,508,49,9307961,7,2025-10-03T04:01:32.870967Z
469,51,502,49,9307961,7,2025-10-03T04:01:32.862906Z
449,90,235,104,9307961,6,2025-09-27T03:57:32.589675Z
72,48,232,45,9307961,6,2025-09-27T03:57:32.582574Z
82,76,449,90,9307961,5,2025-09-20T02:33:57.373623Z
256,56,6,60,9307961,4,2025-09-13T05:09:21.306220Z
449,90,16,99,9307961,3,2025-08-30T03:32:35.120952Z
