season_name,total_points,rank
2013/14,2279,111305
2014/15,2029,147651
2015/16,2063,349602
2016/17,2224,46385
2017/18,2149,270685
2018/19,2113,740852
2019/20,2103,885148
2020/21,2198,922496
2021/22,1861,4173128
2022/23,2462,309300
2023/24,2511,60216
2024/25,2590,13450
