name,time,event
bboost,2025-08-19T08:37:51.266656Z,2
freehit,2025-09-12T11:49:19.315772Z,4
3xc,2025-09-21T20:47:02.670064Z,6
wildcard,2025-11-29T09:46:33.598890Z,13
3xc,2026-02-09T18:49:47.511970Z,26
freehit,2026-04-18T08:20:46.970680Z,33
wildcard,2026-05-01T13:51:52.821303Z,35
bboost,2026-05-01T18:45:39.807708Z,36
