name,time,event
wildcard,2025-11-22T10:37:01.610602Z,12
3xc,2025-12-12T22:25:53.848276Z,16
bboost,2025-12-20T10:22:09.516591Z,17
freehit,2025-12-30T11:50:08.178114Z,19
freehit,2026-04-24T16:18:52.144561Z,34
3xc,2026-05-08T21:04:38.395771Z,36
wildcard,2026-05-14T13:53:06.971264Z,37
