h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.4294,0.201044,0.686125,0.201044,"{'att': 174, 'def': 24}","{'att': 271, 'def': 13}",9,2,1,0,2.5454,w,2025-08-19 19:00:00,1,0,0,3,0.485081
a,1.82072,0.33749,1.82072,0.33749,"{'att': 227, 'def': 29}","{'att': 297, 'def': 12}",8,6,3,0,2.4608,w,2025-08-24 19:30:00,1,0,0,3,1.4832299999999998
h,1.84116,0.549872,1.84116,0.549872,"{'att': 220, 'def': 23}","{'att': 213, 'def': 11}",13,3,2,1,2.3843,w,2025-08-30 19:30:00,1,0,0,3,1.2912879999999998
a,2.54171,3.14772,2.54171,2.40444,"{'att': 233, 'def': 16}","{'att': 154, 'def': 19}",6,10,2,1,1.0202,w,2025-09-13 14:15:00,1,0,0,3,0.13727
h,2.06136,0.969443,2.06136,0.969443,"{'att': 173, 'def': 23}","{'att': 442, 'def': 29}",8,2,2,0,2.229,w,2025-09-20 14:15:00,1,0,0,3,1.091917
a,4.06315,1.70121,3.31987,1.70121,"{'att': 291, 'def': 19}","{'att': 398, 'def': 28}",15,5,4,1,2.6885,w,2025-09-23 19:30:00,1,0,0,3,1.6186599999999998
a,1.02797,2.79075,1.02797,2.04748,"{'att': 161, 'def': 17}","{'att': 287, 'def': 20}",5,8,2,5,0.31179999999999997,l,2025-09-27 14:15:00,0,0,1,0,-1.0195100000000001
h,4.32336,0.956644,3.58009,0.956644,"{'att': 169, 'def': 29}","{'att': 350, 'def': 15}",13,1,3,1,2.9068,w,2025-10-04 19:00:00,1,0,0,3,2.6234460000000004
a,2.14595,0.530119,2.14595,0.530119,"{'att': 80, 'def': 19}","{'att': 328, 'def': 33}",13,1,1,0,2.4999,w,2025-10-19 19:00:00,1,0,0,3,1.615831
h,3.41322,1.12434,2.66994,1.12434,"{'att': 347, 'def': 22}","{'att': 151, 'def': 18}",6,8,2,1,2.6788000000000003,w,2025-10-26 15:15:00,1,0,0,3,1.5456
h,2.89965,0.292177,1.30038,0.292177,"{'att': 239, 'def': 39}","{'att': 306, 'def': 12}",14,2,4,0,2.9162999999999997,w,2025-11-01 20:00:00,1,0,0,3,1.008203
a,0.841463,1.60641,0.841463,1.60641,"{'att': 217, 'def': 16}","{'att': 240, 'def': 24}",8,9,0,0,0.7092,d,2025-11-09 15:15:00,0,1,0,1,-0.7649469999999999
a,3.88258,1.59518,3.88258,1.59518,"{'att': 229, 'def': 23}","{'att': 216, 'def': 19}",9,11,2,2,2.6343,d,2025-11-23 20:00:00,0,1,0,1,2.2874
a,2.21359,1.05171,1.47031,1.05171,"{'att': 256, 'def': 31}","{'att': 257, 'def': 12}",19,6,1,1,2.2422,d,2025-11-30 20:00:00,0,1,0,1,0.4186000000000001
a,2.36743,0.917315,2.36743,0.917315,"{'att': 191, 'def': 16}","{'att': 419, 'def': 24}",6,7,3,0,2.4055999999999997,w,2025-12-03 18:00:00,1,0,0,3,1.4501150000000003
h,2.41681,1.60908,2.41681,1.60908,"{'att': 288, 'def': 21}","{'att': 289, 'def': 12}",11,7,0,2,1.9654999999999998,l,2025-12-07 20:00:00,0,0,1,0,0.8077299999999998
a,1.90656,1.313,1.90656,1.313,"{'att': 330, 'def': 26}","{'att': 273, 'def': 22}",4,3,2,1,1.8633,w,2025-12-14 20:00:00,1,0,0,3,0.5935600000000001
h,4.00139,1.51418,3.25811,1.51418,"{'att': 292, 'def': 23}","{'att': 296, 'def': 24}",10,9,2,0,2.6955999999999998,w,2025-12-20 20:00:00,1,0,0,3,1.7439299999999998
h,3.0073,0.974623,3.0073,0.974623,"{'att': 239, 'def': 15}","{'att': 388, 'def': 21}",10,5,5,1,2.6221,w,2026-01-04 15:15:00,1,0,0,3,2.0326769999999996
h,2.54865,0.787501,1.80537,0.787501,"{'att': 166, 'def': 20}","{'att': 386, 'def': 15}",13,8,2,0,2.523,w,2026-01-17 13:00:00,1,0,0,3,1.017869
a,1.62206,0.952831,0.878783,0.952831,"{'att': 240, 'def': 23}","{'att': 297, 'def': 29}",11,8,2,0,1.9193,w,2026-01-24 20:00:00,1,0,0,3,-0.074048
h,2.30208,1.06935,1.5588,1.06935,"{'att': 276, 'def': 23}","{'att': 311, 'def': 18}",22,7,2,1,2.2479,w,2026-02-01 13:00:00,1,0,0,3,0.48944999999999994
a,1.04576,0.571838,1.04576,0.571838,"{'att': 193, 'def': 20}","{'att': 258, 'def': 16}",10,5,2,0,1.7696,w,2026-02-08 20:00:00,1,0,0,3,0.47392200000000007
h,3.05918,1.66018,1.57262,0.91703,"{'att': 342, 'def': 22}","{'att': 328, 'def': 19}",7,6,4,1,2.3271,w,2026-02-14 20:00:00,1,0,0,3,0.6555899999999999
a,2.02307,2.31248,2.02307,1.5692,"{'att': 179, 'def': 20}","{'att': 309, 'def': 17}",4,6,1,2,1.1684,l,2026-02-21 17:30:00,0,0,1,0,0.4538700000000002
