season_name,total_points,rank
2013/14,2209,267604
2014/15,2026,153901
2015/16,2110,193790
2016/17,1795,1860388
2017/18,1831,2570885
2018/19,2168,403275
2019/20,2089,1005741
2020/21,2437,41025
2021/22,2726,395
2022/23,2651,1457
2023/24,2347,659712
2024/25,2306,1433035
