element,position,multiplier,player_name
1,1,1,David Raya Martín
8,2,1,Jurriën Timber
260,3,1,Marc Guéhi
411,4,1,Nico O'Reilly
16,5,1,Bukayo Saka
414,6,1,Phil Foden
242,7,1,Kiernan Dewsbury-Hall
449,8,1,Bruno Borges Fernandes
714,9,1,Nick Woltemade
430,10,2,Erling Haaland
249,11,1,João Pedro Junqueira de Jesus
470,12,0,Martin Dúbravka
390,13,0,Ryan Gravenberch
575,14,0,Micky van de Ven
198,15,0,Axel Tuanzebe
