season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2023/24,577016,40,40,1,5,0,0,0,0,0,0,0,0,0,0,0,4,15.0,0.0,0.0,1.5,0,0,0,0,0,0.00,0.00,0.00,0.57
2024/25,577016,40,40,4,168,0,0,0,3,0,0,0,1,0,0,0,8,13.6,2.5,13.0,2.9,0,0,0,4,2,0.22,0.01,0.23,2.09
