season_name,total_points,rank
2011/12,2013,142109
2012/13,2186,16546
2013/14,2201,289068
2014/15,2058,99545
2015/16,2141,121616
2016/17,2174,97247
2017/18,2134,328156
2018/19,2085,974007
2019/20,2151,544251
2020/21,2311,318581
2021/22,2282,740035
2022/23,2274,1809041
2023/24,2291,1123671
2024/25,2287,1663852
