element_in,element_in_cost,element_out,element_out_cost,entry,event,time
329,59,47,74,1270475,37,2026-05-14T14:41:34.285777Z
295,45,256,58,1270475,37,2026-05-14T14:41:34.278126Z
249,75,624,77,1270475,35,2026-05-01T16:13:13.531281Z
691,57,136,68,1270475,35,2026-05-01T16:04:36.313379Z
6,61,725,51,1270475,35,2026-05-01T16:04:36.313015Z
725,51,317,45,1270475,35,2026-05-01T15:54:37.152835Z
783,55,329,60,1270475,35,2026-05-01T15:54:37.152636Z
488,68,517,54,1270475,35,2026-05-01T15:54:37.152413Z
253,51,287,55,1270475,35,2026-05-01T15:54:37.152213Z
417,65,82,81,1270475,35,2026-05-01T15:54:37.152014Z
47,75,382,83,1270475,35,2026-05-01T15:54:37.151812Z
257,51,694,45,1270475,35,2026-05-01T15:54:37.151600Z
256,58,373,61,1270475,35,2026-05-01T15:54:37.151343Z
1,60,470,40,1270475,35,2026-05-01T15:54:37.151062Z
411,51,257,50,1270475,35,2026-04-24T23:24:08.012265Z
430,145,661,91,1270475,35,2026-04-24T23:22:44.104816Z
694,45,684,51,1270475,34,2026-04-23T00:50:26.007031Z
84,54,90,50,1270475,33,2026-04-18T05:10:16.116067Z
691,56,178,63,1270475,33,2026-04-18T05:09:37.601152Z
470,40,341,39,1270475,33,2026-04-18T05:09:37.600853Z
342,44,713,45,1270475,33,2026-04-18T04:52:19.006649Z
90,50,350,54,1270475,33,2026-04-18T04:52:19.006382Z
713,45,148,44,1270475,33,2026-04-18T04:49:40.248738Z
178,63,691,56,1270475,33,2026-04-18T04:49:40.248322Z
350,54,84,54,1270475,33,2026-04-18T04:49:40.247822Z
151,46,224,60,1270475,33,2026-04-17T22:04:18.462809Z
237,65,163,51,1270475,33,2026-04-17T22:04:18.462281Z
341,39,470,40,1270475,33,2026-04-17T22:03:22.438589Z
163,51,90,50,1270475,33,2026-04-17T22:02:54.300792Z
72,52,342,44,1270475,33,2026-04-17T22:02:54.300527Z
342,44,151,46,1270475,33,2026-04-17T21:58:15.468750Z
470,40,341,39,1270475,33,2026-04-17T21:58:15.468196Z
139,45,470,40,1270475,33,2026-04-16T17:06:56.515034Z
417,63,354,49,1270475,33,2026-04-16T17:06:43.294057Z
151,46,260,51,1270475,33,2026-04-16T17:06:43.293845Z
341,39,139,45,1270475,33,2026-04-16T17:06:43.293564Z
77,42,72,52,1270475,33,2026-04-16T17:03:45.045006Z
354,49,417,63,1270475,33,2026-04-16T16:54:47.314660Z
260,51,151,46,1270475,33,2026-04-16T16:54:47.314255Z
470,40,341,39,1270475,33,2026-04-16T16:54:47.313855Z
72,52,77,42,1270475,33,2026-04-16T16:51:20.730486Z
343,43,342,44,1270475,33,2026-04-16T16:37:04.485269Z
90,50,783,55,1270475,33,2026-04-16T16:31:51.167116Z
148,44,72,52,1270475,33,2026-04-16T16:31:51.166851Z
224,60,256,58,1270475,33,2026-04-16T16:27:06.685392Z
256,58,659,42,1270475,33,2026-04-16T16:25:15.401282Z
84,54,381,140,1270475,33,2026-04-16T16:22:53.591630Z
783,55,237,65,1270475,33,2026-04-16T15:14:41.181505Z
659,42,317,45,1270475,33,2026-04-16T15:13:26.842874Z
151,46,5,68,1270475,33,2026-04-16T15:13:26.842674Z
381,140,517,54,1270475,33,2026-04-16T15:13:26.842460Z
139,45,287,55,1270475,33,2026-04-16T15:13:26.842255Z
249,77,624,76,1270475,33,2026-04-16T15:13:26.842034Z
430,144,136,67,1270475,33,2026-04-16T15:13:26.841829Z
691,56,661,92,1270475,33,2026-04-16T15:13:26.841629Z
235,105,449,97,1270475,33,2026-04-16T15:13:26.841432Z
417,63,329,60,1270475,33,2026-04-16T15:13:26.841230Z
237,65,382,83,1270475,33,2026-04-16T15:13:26.840991Z
72,52,684,51,1270475,33,2026-04-16T15:13:26.840773Z
342,44,373,61,1270475,33,2026-04-16T15:13:26.840553Z
77,42,257,50,1270475,33,2026-04-16T15:13:26.840307Z
341,39,470,40,1270475,33,2026-04-16T15:13:26.839957Z
684,51,226,55,1270475,31,2026-03-20T16:09:32.012384Z
661,92,430,142,1270475,31,2026-03-16T23:53:00.359113Z
382,83,237,66,1270475,30,2026-03-13T16:43:46.559522Z
329,60,382,83,1270475,29,2026-02-28T15:16:25.371977Z
373,60,8,61,1270475,28,2026-02-23T20:07:14.215977Z
82,80,21,73,1270475,27,2026-02-20T22:54:32.595912Z
382,84,329,56,1270475,26,2026-02-09T17:02:43.706293Z
517,53,488,69,1270475,25,2026-02-05T21:51:51.699067Z
237,66,414,84,1270475,24,2026-01-25T18:47:27.391372Z
449,91,450,80,1270475,23,2026-01-17T13:54:36.804681Z
226,55,411,52,1270475,22,2026-01-13T21:13:32.514587Z
5,65,373,59,1270475,21,2026-01-03T19:17:17.371291Z
287,55,1,60,1270475,21,2026-01-03T19:17:17.364511Z
624,76,252,42,1270475,19,2025-12-29T08:49:40.001831Z
450,80,449,92,1270475,18,2025-12-23T13:53:31.085166Z
411,52,256,58,1270475,17,2025-12-13T15:23:17.214407Z
317,45,72,48,1270475,16,2025-12-08T22:19:50.176449Z
329,52,160,61,1270475,16,2025-12-08T21:05:42.132262Z
1,60,220,48,1270475,16,2025-12-08T20:40:35.097744Z
252,42,283,78,1270475,16,2025-12-06T16:38:37.780713Z
414,84,82,74,1270475,16,2025-12-06T16:38:37.773227Z
488,67,237,67,1270475,15,2025-12-04T18:56:45.322700Z
21,70,335,45,1270475,14,2025-11-30T19:19:53.249408Z
106,49,38,44,1270475,13,2025-11-29T09:28:57.750885Z
32,50,101,45,1270475,13,2025-11-29T09:28:57.750620Z
120,70,83,60,1270475,13,2025-11-29T09:28:04.764358Z
449,89,700,43,1270475,13,2025-11-29T09:27:47.919042Z
252,42,499,104,1270475,13,2025-11-29T09:27:47.918700Z
499,104,252,42,1270475,13,2025-11-29T09:24:53.633831Z
83,60,120,70,1270475,13,2025-11-29T09:24:53.633543Z
