event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,42,42,7826128,7867934,7826116,85,0,1000,0,0,18
2,60,102,2639060,2659960,5228390,25,5,1001,1,0,7
3,57,159,2310079,2330958,3343333,25,2,1005,0,0,15
4,93,252,126581,127897,733514,5,8,1009,1,0,6
5,43,295,5826774,5852515,956035,50,10,1012,1,0,17
6,73,368,778488,785553,476105,10,2,1014,1,0,8
7,76,444,1979048,1995689,359247,20,12,1017,1,0,6
8,79,523,699844,708192,194168,10,12,1023,0,0,0
9,44,567,6763654,6775017,274653,60,10,1020,2,0,6
10,83,650,1107985,1118950,181389,10,8,1026,1,0,15
11,39,689,5499544,5542943,201745,45,8,1029,0,0,5
12,58,747,878429,882974,95378,10,6,1031,2,0,3
13,50,797,1354825,1363471,70687,15,16,1036,1,0,4
14,71,868,2984279,3003511,68960,25,26,1038,1,0,13
15,81,949,165632,167546,15598,5,26,1043,0,0,3
16,75,1024,2093354,2101531,19305,20,12,1042,4,0,9
17,77,1101,3919480,3933143,26283,35,5,1044,1,0,8
18,49,1146,4260145,4267185,30657,35,5,1047,3,4,18
19,49,1195,2683892,2695680,19697,25,5,1046,1,0,13
20,73,1268,160053,162375,6103,5,11,1047,1,0,5
21,65,1333,1151359,1169586,3724,10,11,1048,0,0,5
22,40,1373,6437818,6463181,4234,55,19,1049,1,0,20
23,40,1413,8184764,8205659,4698,65,42,1055,1,0,9
24,72,1485,1101223,1109393,3215,10,20,1056,1,0,2
25,63,1548,5066382,5085129,5209,40,14,1060,1,0,6
26,67,1615,3648808,3663233,5900,30,0,1059,1,0,5
27,46,1661,5681550,5735517,6503,45,0,1059,0,0,12
28,95,1756,47229,48419,2151,1,12,1060,2,0,2
29,72,1828,1941201,1961415,1356,20,12,1065,0,0,4
30,61,1889,774708,791767,1100,10,12,1069,0,0,7
31,70,1959,298070,300114,634,5,20,1064,3,0,0
32,69,2028,603381,618664,388,5,24,1055,0,0,11
33,128,2156,126689,130949,176,1,36,1050,1,0,0
34,57,2213,1327992,1351246,227,15,36,1050,0,0,8
35,46,2259,8564551,8574057,405,70,37,1053,1,0,16
36,77,2336,3986918,3997894,548,35,42,1056,1,0,16
37,18,2354,8686729,8694787,834,70,2,1057,2,0,13
