event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,57,57,3654199,3732318,3654196,40,40,1000,0,0,7
2,66,123,1355063,1369427,1303815,15,40,1001,0,0,3
3,34,157,10116820,10128310,3706425,90,38,1003,2,0,12
4,53,210,9083849,9103970,5238915,80,2,1003,0,0,22
5,60,270,626154,634069,3095966,10,3,1011,1,0,16
6,67,337,1548960,1564769,1901807,15,3,1012,0,0,9
7,83,420,799971,806702,1127999,10,11,1016,2,0,5
8,72,492,1736206,1750625,893865,15,14,1024,1,0,10
9,39,531,8476092,8520522,1253460,70,14,1026,0,0,38
10,78,609,2241885,2255695,1060558,20,25,1032,2,0,13
11,42,651,4338627,4369053,1018653,40,13,1037,1,0,16
12,46,697,3314087,3335277,887153,30,18,1040,1,0,8
13,55,752,698795,710642,541976,10,18,1042,0,0,14
14,87,839,360366,362839,275545,5,25,1042,2,0,0
15,61,900,2210865,2226311,207807,20,33,1046,1,0,30
16,90,990,350588,354114,112439,5,20,1051,4,0,10
17,74,1064,4773623,4788795,158856,40,7,1060,1,0,10
18,63,1127,669804,679374,78497,10,7,1065,0,0,10
19,41,1168,6061108,6087203,76764,50,14,1065,1,0,5
20,66,1234,531332,534814,38671,5,0,1061,2,0,5
21,56,1290,3739456,3760404,39617,30,20,1059,1,0,8
22,46,1336,3599650,3616885,31591,30,32,1054,1,0,3
23,63,1399,682433,693668,10412,10,84,1039,0,0,8
24,69,1468,1686771,1698289,8408,15,73,1046,1,0,12
25,57,1525,7121147,7161063,17310,60,73,1053,0,0,12
26,90,1615,173171,174719,5834,5,64,1054,2,0,16
27,45,1660,6188421,6252947,6809,50,64,1056,0,0,14
28,65,1725,3485069,3495556,11280,30,1,1054,2,0,16
29,87,1812,319414,325738,3230,5,1,1055,0,0,11
30,53,1865,2634575,2643871,4089,25,7,1056,2,0,18
31,59,1924,1727710,1737480,4305,15,18,1056,1,0,0
32,67,1991,821763,841614,2801,10,18,1059,0,0,5
33,118,2109,296381,301474,2486,5,18,1058,0,0,18
34,49,2158,2767009,2774133,4165,25,11,1060,2,0,10
35,73,2231,498807,503327,1795,5,96,1065,1,0,4
36,95,2318,666237,669690,1419,10,2,1063,3,8,0
37,35,2353,2865837,2878118,879,25,13,1062,1,0,1
