element_in,element_in_cost,element_out,element_out_cost,entry,event,time
242,53,82,81,2530695,37,2026-05-15T16:35:54.140060Z
5,73,257,52,2530695,37,2026-05-15T16:35:54.132000Z
16,99,235,103,2530695,36,2026-05-09T09:53:11.358855Z
257,52,343,43,2530695,36,2026-05-09T09:53:11.351858Z
497,44,668,51,2530695,34,2026-04-24T16:43:25.620801Z
447,37,38,44,2530695,34,2026-04-24T16:43:25.620582Z
1,60,670,48,2530695,34,2026-04-24T16:43:25.620288Z
596,72,691,56,2530695,34,2026-04-24T15:43:50.850745Z
624,77,430,144,2530695,34,2026-04-24T15:43:50.850544Z
64,87,249,73,2530695,34,2026-04-24T15:43:50.850340Z
381,140,354,49,2530695,34,2026-04-24T15:43:50.850137Z
21,72,235,105,2530695,34,2026-04-24T15:43:50.849947Z
267,63,160,55,2530695,34,2026-04-24T15:43:50.849754Z
668,51,82,82,2530695,34,2026-04-24T15:43:50.849524Z
603,41,411,50,2530695,34,2026-04-24T15:43:50.849322Z
38,44,343,43,2530695,34,2026-04-24T15:43:50.849088Z
568,51,224,60,2530695,34,2026-04-24T15:43:50.848872Z
5,71,148,44,2530695,34,2026-04-24T15:43:50.848620Z
373,62,72,51,2530695,34,2026-04-24T15:43:50.848409Z
567,39,139,45,2530695,34,2026-04-24T15:43:50.848185Z
670,48,67,45,2530695,34,2026-04-24T15:43:50.847920Z
354,49,450,80,2530695,33,2026-04-18T09:42:56.871458Z
224,60,603,40,2530695,33,2026-04-18T09:42:56.862381Z
691,56,624,75,2530695,32,2026-04-10T16:12:59.884522Z
430,144,136,69,2530695,32,2026-04-10T16:12:59.884317Z
235,106,646,53,2530695,32,2026-04-10T16:12:59.884105Z
82,82,517,54,2530695,32,2026-04-10T16:12:59.883867Z
160,55,329,57,2530695,32,2026-04-10T16:12:59.883613Z
148,44,473,53,2530695,32,2026-04-10T16:12:59.883401Z
343,43,373,61,2530695,32,2026-04-10T16:12:59.883187Z
72,51,106,49,2530695,32,2026-04-10T16:12:59.882949Z
411,50,5,71,2530695,32,2026-04-10T16:12:59.882664Z
139,45,1,59,2530695,32,2026-04-10T16:12:59.882369Z
624,75,430,142,2530695,31,2026-03-20T18:13:35.514854Z
473,53,411,51,2530695,31,2026-03-20T18:13:35.507431Z
106,50,8,64,2530695,28,2026-02-26T10:57:15.329494Z
8,64,317,45,2530695,26,2026-02-10T17:56:55.001812Z
1,59,470,40,2530695,26,2026-02-10T17:56:54.993099Z
646,53,16,100,2530695,25,2026-02-04T17:50:58.250826Z
5,70,106,49,2530695,25,2026-02-04T17:50:58.243839Z
249,71,661,89,2530695,23,2026-01-24T10:56:35.466219Z
449,93,414,83,2530695,23,2026-01-24T10:56:35.465743Z
603,40,38,44,2530695,23,2026-01-24T10:56:35.450911Z
661,91,337,63,2530695,19,2025-12-30T17:46:59.647519Z
450,80,449,91,2530695,19,2025-12-26T20:13:34.657462Z
337,63,625,56,2530695,18,2025-12-26T18:16:02.586823Z
295,47,411,52,2530695,18,2025-12-26T18:16:02.586266Z
441,41,263,38,2530695,18,2025-12-26T18:16:02.585670Z
625,56,337,63,2530695,18,2025-12-26T17:56:20.578607Z
450,80,517,53,2530695,18,2025-12-26T17:56:20.578372Z
382,81,449,91,2530695,18,2025-12-26T17:56:20.578121Z
623,44,329,56,2530695,18,2025-12-26T17:56:20.577823Z
348,40,659,42,2530695,18,2025-12-26T17:56:20.577523Z
263,38,106,49,2530695,18,2025-12-26T17:56:20.577272Z
287,55,67,45,2530695,18,2025-12-26T17:56:20.576955Z
661,88,136,68,2530695,18,2025-12-21T01:48:15.035431Z
659,42,38,44,2530695,18,2025-12-21T01:48:15.027200Z
337,63,283,79,2530695,16,2025-12-13T13:18:05.625734Z
329,54,328,54,2530695,16,2025-12-13T13:18:05.616957Z
411,52,198,39,2530695,16,2025-12-13T08:38:16.216011Z
16,102,119,84,2530695,16,2025-12-11T13:32:28.406126Z
106,49,256,59,2530695,16,2025-12-11T01:31:44.969735Z
328,54,267,66,2530695,15,2025-12-04T09:37:11.271758Z
517,53,241,60,2530695,14,2025-11-30T18:50:39.577170Z
136,66,249,75,2530695,13,2025-11-29T13:03:29.160357Z
414,80,21,69,2530695,13,2025-11-29T13:03:29.153340Z
373,59,5,64,2530695,12,2025-11-16T15:58:29.303666Z
283,80,136,63,2530695,12,2025-11-09T17:36:57.527197Z
317,45,8,61,2530695,12,2025-11-09T17:30:13.154631Z
198,39,191,40,2530695,12,2025-11-09T17:28:14.927545Z
136,63,714,73,2530695,12,2025-11-09T17:15:02.239296Z
119,84,242,49,2530695,12,2025-11-09T17:15:02.239007Z
21,68,82,79,2530695,12,2025-11-09T17:15:02.238772Z
241,60,16,99,2530695,12,2025-11-09T17:15:02.238530Z
8,61,603,43,2530695,12,2025-11-09T17:15:02.238259Z
256,57,476,51,2530695,12,2025-11-09T17:15:02.237895Z
267,66,582,66,2530695,11,2025-11-03T11:40:04.415059Z
476,51,575,46,2530695,9,2025-10-24T17:21:10.823078Z
714,73,597,67,2530695,9,2025-10-19T17:56:49.672121Z
16,98,384,75,2530695,7,2025-10-03T00:38:08.087673Z
5,62,508,49,2530695,7,2025-10-03T00:38:08.081321Z
597,68,64,88,2530695,6,2025-09-26T22:33:57.483325Z
82,77,235,104,2530695,6,2025-09-26T22:33:57.475430Z
38,45,531,45,2530695,4,2025-09-13T09:59:17.129368Z
531,45,38,45,2530695,2,2025-08-16T18:16:45.080464Z
