h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,0.578573,0.327848,0.578573,0.327848,"{'att': 281, 'def': 28}","{'att': 114, 'def': 21}",0,2,0,0,1.5191,d,2024-08-17 18:45:00,0,1,0,1,0.25072500000000003
a,3.0773,2.04246,2.31601,2.04246,"{'att': 353, 'def': 19}","{'att': 117, 'def': 20}",3,13,2,1,2.0892,w,2024-08-25 18:45:00,1,0,0,3,0.27354999999999974
a,1.11428,1.35876,1.11428,1.35876,"{'att': 345, 'def': 25}","{'att': 148, 'def': 31}",0,2,1,1,1.1121,d,2024-08-31 16:30:00,0,1,0,1,-0.24448000000000003
h,0.601249,0.726024,0.601249,0.726024,"{'att': 446, 'def': 22}","{'att': 193, 'def': 14}",6,3,0,0,1.2221,d,2024-09-14 16:00:00,0,1,0,1,-0.12477499999999997
a,1.02688,1.68655,1.02688,1.68655,"{'att': 239, 'def': 19}","{'att': 132, 'def': 23}",1,7,2,0,0.8752,w,2024-09-20 16:30:00,1,0,0,3,-0.65967
h,0.44778,1.25438,0.44778,1.25438,"{'att': 350, 'def': 22}","{'att': 173, 'def': 24}",1,6,0,0,0.6591,d,2024-09-29 16:00:00,0,1,0,1,-0.8066
a,0.912844,2.0459,0.912844,1.19334,"{'att': 226, 'def': 23}","{'att': 158, 'def': 30}",2,7,1,2,0.4374,l,2024-10-06 13:00:00,0,0,1,0,-0.2804960000000001
h,1.00465,1.31758,1.00465,0.556286,"{'att': 260, 'def': 24}","{'att': 248, 'def': 21}",8,5,0,1,1.0005,l,2024-10-20 10:30:00,0,0,1,0,0.4483640000000001
a,0.14913,1.43623,0.14913,0.674927,"{'att': 295, 'def': 18}","{'att': 222, 'def': 19}",3,4,1,1,0.22260000000000002,d,2024-10-27 11:30:00,0,1,0,1,-0.5257970000000001
h,0.319674,1.68832,0.319674,1.68832,"{'att': 375, 'def': 12}","{'att': 116, 'def': 22}",0,14,0,3,0.3392,l,2024-10-30 17:30:00,0,0,1,0,-1.368646
h,0.723897,0.41675,0.723897,0.41675,"{'att': 292, 'def': 30}","{'att': 187, 'def': 18}",5,1,1,0,1.6334,w,2024-11-04 17:30:00,1,0,0,3,0.307147
a,0.610497,1.41905,0.610497,1.41905,"{'att': 221, 'def': 30}","{'att': 169, 'def': 19}",2,5,1,1,0.7207,d,2024-11-08 19:45:00,0,1,0,1,-0.808553
