season_name,total_points,rank
2016/17,1373,3846341
2017/18,1937,1702607
2018/19,2025,1592913
2019/20,1970,2242270
2020/21,1884,3739185
2021/22,1765,5165988
2022/23,2341,1122874
2023/24,1956,5322958
2024/25,2210,2710335
