element_in,element_in_cost,element_out,element_out_cost,entry,event,time
151,46,233,37,4508832,36,2026-05-09T07:47:30.898829Z
417,65,82,79,4508832,35,2026-05-01T11:02:05.089944Z
21,72,717,65,4508832,35,2026-05-01T11:02:05.079853Z
717,65,660,47,4508832,34,2026-04-24T14:48:33.154145Z
691,56,624,76,4508832,33,2026-04-18T09:38:22.286849Z
72,52,348,39,4508832,33,2026-04-18T09:38:22.282769Z
624,76,661,92,4508832,32,2026-04-10T17:27:43.057388Z
249,78,430,142,4508832,31,2026-03-20T15:59:53.686366Z
457,57,660,47,4508832,31,2026-03-20T15:59:53.686160Z
83,60,82,79,4508832,31,2026-03-20T15:59:53.685903Z
541,38,411,50,4508832,31,2026-03-20T15:59:53.685702Z
106,49,348,39,4508832,31,2026-03-20T15:59:53.685495Z
684,51,233,37,4508832,31,2026-03-20T15:59:53.685283Z
317,46,5,69,4508832,31,2026-03-20T15:59:53.685064Z
32,51,101,47,4508832,31,2026-03-20T15:59:53.684797Z
314,49,1,59,4508832,31,2026-03-20T15:59:53.684515Z
101,47,366,54,4508832,29,2026-03-03T17:38:28.263465Z
661,91,100,46,4508832,29,2026-03-03T17:38:28.263046Z
660,47,119,85,4508832,29,2026-03-03T17:38:28.257158Z
136,71,249,76,4508832,28,2026-02-27T16:42:10.800641Z
387,68,26,52,4508832,28,2026-02-27T16:42:10.800482Z
329,59,237,68,4508832,28,2026-02-27T16:42:10.800315Z
366,54,565,47,4508832,28,2026-02-27T16:42:10.800158Z
233,37,317,45,4508832,28,2026-02-27T16:42:10.799947Z
411,50,260,48,4508832,28,2026-02-27T16:42:10.799711Z
237,69,329,57,4508832,26,2026-02-10T17:44:14.458653Z
249,75,136,67,4508832,25,2026-02-06T17:11:46.048278Z
26,52,488,71,4508832,25,2026-02-06T17:11:46.043950Z
449,95,417,66,4508832,24,2026-01-31T09:59:35.892894Z
119,84,16,100,4508832,24,2026-01-31T09:59:35.888814Z
82,76,450,81,4508832,22,2026-01-17T08:58:00.243481Z
488,71,242,49,4508832,21,2026-01-06T14:05:17.837056Z
5,66,725,53,4508832,21,2026-01-06T14:05:17.836125Z
100,46,661,87,4508832,21,2026-01-06T14:05:17.828310Z
450,81,82,75,4508832,19,2025-12-30T17:20:02.439856Z
417,66,449,90,4508832,18,2025-12-26T15:19:28.330796Z
373,59,151,45,4508832,18,2025-12-26T15:19:28.324707Z
661,85,283,77,4508832,16,2025-12-13T07:46:14.758771Z
329,54,266,77,4508832,16,2025-12-13T07:46:14.758316Z
16,102,119,83,4508832,16,2025-12-13T07:46:14.757946Z
317,46,694,41,4508832,16,2025-12-13T07:46:14.757480Z
725,55,373,59,4508832,16,2025-12-13T07:46:14.751898Z
151,44,575,46,4508832,15,2025-12-05T21:26:14.299003Z
242,49,299,65,4508832,14,2025-12-02T16:04:41.493825Z
449,89,267,66,4508832,14,2025-12-02T16:04:41.483520Z
100,46,283,78,4508832,13,2025-11-29T08:41:36.048199Z
120,70,299,65,4508832,13,2025-11-29T08:41:36.047951Z
384,75,266,76,4508832,13,2025-11-29T08:41:36.047655Z
47,69,119,84,4508832,13,2025-11-29T08:41:36.047319Z
418,66,267,66,4508832,13,2025-11-29T08:41:36.046944Z
381,142,82,76,4508832,13,2025-11-29T08:41:36.046557Z
411,51,348,41,4508832,13,2025-11-29T08:41:36.046300Z
256,59,373,60,4508832,13,2025-11-29T08:41:36.046041Z
36,46,260,48,4508832,13,2025-11-29T08:41:36.045720Z
470,40,565,50,4508832,13,2025-11-29T08:41:36.045252Z
32,50,1,58,4508832,13,2025-11-29T08:41:36.044873Z
373,60,5,62,4508832,12,2025-11-22T10:32:14.698402Z
136,64,714,74,4508832,12,2025-11-22T10:32:14.691553Z
694,41,317,45,4508832,10,2025-11-01T12:23:01.584790Z
267,66,517,53,4508832,10,2025-11-01T12:23:01.584508Z
299,65,418,65,4508832,10,2025-11-01T12:23:01.584259Z
119,83,582,66,4508832,10,2025-11-01T12:23:01.583979Z
348,41,224,61,4508832,10,2025-11-01T12:23:01.583650Z
1,58,220,48,4508832,10,2025-11-01T12:23:01.583299Z
224,61,371,58,4508832,9,2025-10-24T15:19:59.614517Z
714,74,666,90,4508832,9,2025-10-24T15:19:59.608040Z
266,76,299,65,4508832,8,2025-10-18T09:58:26.974173Z
666,90,249,76,4508832,7,2025-10-03T16:05:49.515362Z
418,65,387,65,4508832,6,2025-09-27T01:18:08.437407Z
387,65,382,83,4508832,5,2025-09-19T22:43:36.305006Z
82,74,449,90,4508832,4,2025-09-13T06:39:10.373444Z
283,75,252,44,4508832,4,2025-09-13T06:39:10.365535Z
449,90,235,105,4508832,3,2025-08-29T23:06:09.903521Z
5,60,370,60,4508832,2,2025-08-22T07:22:58.488500Z
