season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2023/24,432422,55,52,16,437,1,0,1,5,0,0,0,2,0,0,0,86,81.8,105.0,50.0,23.8,0,0,0,0,5,0.62,0.47,1.09,6.66
2024/25,432422,55,55,106,2625,4,2,11,34,0,0,0,5,0,0,10,536,539.4,496.3,299.0,133.5,0,0,0,303,28,4.46,2.77,7.23,33.18
