event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,41,41,8019956,8026678,8019944,85,0,1000,0,0,10
2,38,79,8927235,8932375,8549089,85,1,1000,0,0,20
3,40,119,8331403,8335319,8648755,75,1,1008,0,0,14
4,84,203,684930,685674,6130532,10,0,1008,2,0,5
5,63,266,312546,314273,3534868,5,0,1015,0,0,11
6,57,323,3433709,3438949,2904485,30,0,1018,0,0,1
7,77,400,1849225,1850026,2205811,20,8,1019,3,0,14
8,90,490,145250,145814,965408,5,0,1024,1,0,15
9,58,548,2221361,2225342,664364,20,0,1028,0,0,13
10,86,630,727480,728299,482310,10,2,1032,3,4,10
11,71,701,25568,25671,105272,1,2,1038,0,0,0
12,64,765,376282,377164,31549,5,7,1042,1,0,3
13,63,828,255015,257131,9431,5,7,1045,0,0,5
14,71,899,3044997,3047717,10421,25,0,1047,2,0,13
15,47,946,6701833,6707273,18784,55,0,1051,0,0,7
16,80,1026,1269101,1272358,17268,15,0,1053,5,0,6
17,95,1121,645223,646519,8007,10,0,1057,0,0,5
18,37,1158,9543164,9546547,15482,80,0,1059,2,0,19
19,54,1212,1384173,1385592,7129,15,0,1059,1,0,2
20,70,1282,270641,271570,2525,5,7,1056,1,0,20
21,60,1342,2453466,2457445,2106,20,1,1059,1,0,15
22,49,1391,2544619,2547323,1385,20,5,1062,1,0,16
23,38,1425,9150047,9152679,2252,75,2,1064,2,4,15
24,65,1490,2568326,2573603,2367,25,2,1066,0,0,1
25,80,1566,593104,593361,1848,5,1,1069,3,4,14
26,66,1632,3753196,3758928,2306,30,1,1070,0,0,11
27,49,1681,4663885,4666279,2170,40,9,1068,2,0,15
28,71,1752,2142961,2145889,2752,20,13,1070,1,0,4
29,67,1819,3107063,3109659,2289,25,20,1068,1,0,13
30,70,1889,135928,137468,1140,5,20,1071,0,0,22
31,60,1949,1565078,1568212,1146,15,18,1067,2,0,4
32,50,1999,5262650,5272061,1921,45,9,1056,0,0,9
33,132,2131,73467,74178,811,1,29,1057,1,0,0
34,69,2200,277662,281920,494,5,29,1056,0,0,22
35,57,2257,3783510,3793979,462,30,29,1059,0,0,13
36,92,2345,1003949,1004885,338,10,0,1063,3,4,14
37,16,2361,9113159,9121205,571,75,0,1066,0,0,17
