element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,position,name,team
116,306,11,0,False,2026-03-21T20:00:00Z,0.0,0.0,31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1884,45075,27,1911,116,DEF,Aaron Hickey,Brentford
674,308,17,2,True,2026-03-22T12:00:00Z,1.0,2.0,31,False,90,0,0,0,2,0,0,0,0,0,4,0,13,34.4,0.0,0.0,3.4,2,7,0,0,1,0.0,0.0,0.0,2.45,48,19438,182351,20978,1540,674,GKP,Aaron Ramsdale,Newcastle
211,305,10,0,False,2026-03-21T15:00:00Z,3.0,1.0,31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-526,183741,0,526,211,MID,Aaron Ramsey,Burnley
610,301,2,0,False,2026-03-22T14:15:00Z,2.0,0.0,31,False,82,0,0,0,2,0,0,0,1,0,0,0,-4,8.4,0.8,0.0,0.9,2,2,1,3,1,0.0,0.0,0.0,1.66,41,2438,596469,6362,3924,610,DEF,Aaron Wan-Bissaka,West Ham
234,304,9,0,False,2026-03-21T17:30:00Z,3.0,0.0,31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-14,6930,0,14,234,DEF,Aarón Anselmino,Chelsea
165,303,12,0,True,2026-03-21T12:45:00Z,2.0,1.0,31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1,1426,0,1,165,MID,Abdallah Sima,Brighton
554,308,15,0,False,2026-03-22T12:00:00Z,1.0,2.0,31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-838,41708,101,939,554,MID,Abdoullah Ba,Sunderland
326,301,2,1,False,2026-03-22T14:15:00Z,2.0,0.0,31,False,45,0,0,0,1,0,0,0,0,0,0,0,5,6.4,4.5,2.0,1.3,0,2,0,2,0,0.0,0.01,0.01,0.54,51,-48,19760,151,199,326,MID,Adama Traoré Diarra,West Ham
667,304,7,0,True,2026-03-21T17:30:00Z,3.0,0.0,31,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-40,7317,34,74,667,DEF,Adam Aznou,Everton
73,302,14,0,True,2026-03-20T20:00:00Z,2.0,2.0,31,False,17,0,0,0,0,0,0,0,1,0,0,0,3,5.4,1.4,0.0,0.7,1,2,2,3,0,0.0,0.0,0.0,0.02,44,161,24571,364,203,73,DEF,Adam Smith,Bournemouth
