element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,position,name,team
116,84,12,0,True,2025-10-25T19:00:00Z,3.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-3313,41713,190,3503,116,DEF,Aaron Hickey,Brentford
674,89,10,0,True,2025-10-25T14:00:00Z,2.0,1.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-1812,74701,736,2548,674,GKP,Aaron Ramsdale,Newcastle
211,90,20,0,False,2025-10-26T14:00:00Z,2.0,3.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-23809,293970,0,23809,211,MID,Aaron Ramsey,Burnley
610,87,11,1,False,2025-10-24T19:00:00Z,2.0,1.0,9,False,78,0,0,0,2,0,0,0,0,0,0,0,4,12.4,17.7,0.0,3.0,4,1,1,5,1,0.0,0.07,0.07,1.49,43,-34994,760002,4943,39937,610,DEF,Aaron Wan-Bissaka,West Ham
234,85,17,0,True,2025-10-25T14:00:00Z,1.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-205,7827,0,205,234,DEF,Aarón Anselmino,Chelsea
165,88,14,0,False,2025-10-25T16:30:00Z,4.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-28,1611,0,28,165,MID,Abdallah Sima,Brighton
554,85,7,0,False,2025-10-25T14:00:00Z,1.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-925,22725,388,1313,554,MID,Abdoullah Ba,Sunderland
406,82,2,0,False,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-2060,34473,56,2116,406,DEF,Abdukodir Khusanov,Man City
326,89,15,2,False,2025-10-25T14:00:00Z,2.0,1.0,9,False,75,0,0,0,1,0,0,0,0,0,0,0,13,1.4,4.2,6.0,1.2,1,3,1,5,1,0.06,0.02,0.08,1.32,52,-331,19708,578,909,326,MID,Adama Traoré Diarra,West Ham
667,86,18,0,True,2025-10-26T16:30:00Z,0.0,3.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-220,6936,64,284,667,DEF,Adam Aznou,Everton
73,83,16,0,True,2025-10-26T14:00:00Z,2.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,32,19858,502,470,73,DEF,Adam Smith,Bournemouth
153,88,14,0,False,2025-10-25T16:30:00Z,4.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-3,847,52,55,153,DEF,Adam Webster,Brighton
273,81,1,2,False,2025-10-26T14:00:00Z,1.0,0.0,9,False,90,0,0,0,1,0,0,0,0,0,0,0,12,12.6,17.5,1.0,3.1,4,2,3,9,1,0.02,0.06,0.08,1.08,50,-765,63149,4077,4842,273,MID,Adam Wharton,Crystal Palace
176,88,14,0,False,2025-10-25T16:30:00Z,4.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-134,3150,0,134,176,MID,Adrian Mazilu,Brighton
74,83,16,10,True,2025-10-26T14:00:00Z,2.0,0.0,9,False,90,0,0,1,0,0,0,0,0,0,0,2,33,18.8,10.3,3.0,3.2,8,8,3,11,1,0.02,0.05,0.07,0.35,45,5076,279343,20949,15873,74,DEF,Adrien Truffert,Bournemouth
562,85,7,0,False,2025-10-25T14:00:00Z,1.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2188,45550,1164,3352,562,FWD,Ahmed Abdullahi,Sunderland
533,85,7,0,False,2025-10-25T14:00:00Z,1.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,20,500,38,18,533,DEF,Aji Alese,Sunderland
555,85,7,0,False,2025-10-25T14:00:00Z,1.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-226,5049,0,226,555,MID,Alan Browne,Sunderland
29,81,8,0,True,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-307,7873,0,307,29,MID,Albert Sambi Lokonga,Arsenal
453,85,17,6,True,2025-10-25T14:00:00Z,1.0,2.0,9,False,57,1,0,0,1,0,0,0,0,0,0,0,18,31.0,4.3,61.0,9.6,1,1,0,2,1,0.22,0.04,0.26,1.02,64,-2872,41678,3488,6360,453,MID,Alejandro Garnacho Ferreyra,Chelsea
499,84,5,0,False,2025-10-25T19:00:00Z,3.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,105,-341912,927958,17340,359252,499,FWD,Alexander Isak,Liverpool
386,84,5,1,False,2025-10-25T19:00:00Z,3.0,2.0,9,False,28,0,0,0,0,0,0,0,0,0,0,0,5,10.0,19.0,5.0,3.4,2,2,1,5,0,0.17,0.06,0.23,0.39,63,-3164,154510,4355,7519,386,MID,Alexis Mac Allister,Liverpool
340,87,19,0,True,2025-10-24T19:00:00Z,2.0,1.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-543,20475,118,661,340,GKP,Alex Cairns,Leeds
324,89,15,1,False,2025-10-25T14:00:00Z,2.0,1.0,9,False,90,0,0,0,2,0,0,0,1,0,0,0,6,0.8,5.7,13.0,2.0,0,4,0,4,1,0.1,0.01,0.11,2.12,65,-6583,183794,9481,16064,324,MID,Alex Iwobi,Fulham
481,89,10,0,True,2025-10-25T14:00:00Z,2.0,1.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-1877,79567,1484,3361,481,DEF,Alex Murphy,Newcastle
70,83,16,0,True,2025-10-26T14:00:00Z,2.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-327,9527,0,327,70,GKP,Alex Paulsen,Bournemouth
90,83,16,3,True,2025-10-26T14:00:00Z,2.0,0.0,9,False,79,0,0,1,0,0,0,0,0,0,0,0,15,14.4,3.3,12.0,3.0,5,4,2,11,1,0.12,0.04,0.16,0.33,50,-2263,40597,1776,4039,90,MID,Alex Scott,Bournemouth
641,90,3,0,True,2025-10-26T14:00:00Z,2.0,3.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-1592,179960,5593,7185,641,DEF,Alfie Pond,Wolves
366,84,5,0,False,2025-10-25T19:00:00Z,3.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-79525,798354,273,79798,366,GKP,Alisson Becker,Liverpool
600,87,11,2,False,2025-10-24T19:00:00Z,2.0,1.0,9,False,90,0,0,0,2,0,0,0,0,0,3,0,8,22.0,0.0,0.0,2.2,0,8,0,0,1,0.0,0.0,0.0,1.49,43,-4405,265849,4924,9329,600,GKP,Alphonse Areola,West Ham
431,88,6,0,True,2025-10-25T16:30:00Z,4.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-2547,46372,531,3078,431,GKP,Altay Bayındır,Man Utd
59,82,13,3,True,2025-10-26T14:00:00Z,1.0,0.0,9,False,90,0,0,1,0,0,0,0,0,0,0,0,22,33.6,3.5,0.0,3.7,8,0,3,11,1,0.0,0.02,0.02,1.18,48,1037,72394,3094,2057,59,MID,Amadou Onana,Aston Villa
452,88,6,3,True,2025-10-25T16:30:00Z,4.0,2.0,9,False,69,0,0,1,0,0,0,0,0,0,0,0,11,2.2,5.6,8.0,1.6,1,4,0,5,1,0.0,0.01,0.01,0.56,63,10336,153652,16157,5821,452,MID,Amad Diallo,Man Utd
378,84,5,0,False,2025-10-25T19:00:00Z,3.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-527,17301,105,632,378,DEF,Amara Nallo,Liverpool
697,83,16,1,True,2025-10-26T14:00:00Z,2.0,0.0,9,False,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1,0.0,0.0,0,1,0,1,0,0.0,0.0,0.0,0.21,55,-41,4098,241,282,697,MID,Amine Adli,Bournemouth
327,89,15,0,False,2025-10-25T14:00:00Z,2.0,1.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-354,9061,0,354,327,MID,Andreas Hoelgebaum Pereira,Fulham
177,88,14,0,False,2025-10-25T16:30:00Z,4.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-96,2489,0,96,177,MID,Andrew Moran,Brighton
372,84,5,1,False,2025-10-25T19:00:00Z,3.0,2.0,9,False,29,0,0,0,0,0,0,0,0,0,0,0,7,6.4,1.0,2.0,0.9,2,3,1,3,0,0.0,0.01,0.01,0.39,58,-2483,117391,1228,3711,372,DEF,Andrew Robertson,Liverpool
246,85,17,0,True,2025-10-25T14:00:00Z,1.0,2.0,9,False,5,0,0,0,1,0,0,0,1,0,0,0,-1,0.0,0.1,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.12,45,875,38517,3564,2689,246,MID,Andrey Nascimento dos Santos,Chelsea
711,81,8,0,True,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-48,1356,48,96,711,MID,Andre Harriman-Annous,Arsenal
42,82,13,0,True,2025-10-26T14:00:00Z,1.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-316,35621,1872,2188,42,DEF,Andrés García,Aston Villa
432,88,6,0,True,2025-10-25T16:30:00Z,4.0,2.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-468,20602,0,468,432,GKP,André Onana,Man Utd
643,90,3,2,True,2025-10-26T14:00:00Z,2.0,3.0,9,False,67,0,0,0,2,0,0,0,0,0,0,0,12,8.8,16.6,0.0,2.5,3,5,0,8,1,0.0,0.07,0.07,1.05,54,316,9325,694,378,643,MID,André Trindade da Costa Neto,Wolves
621,87,11,2,False,2025-10-24T19:00:00Z,2.0,1.0,9,False,64,0,0,0,2,0,0,0,0,0,0,0,13,4.2,4.3,0.0,0.9,1,4,1,6,1,0.0,0.01,0.01,1.49,44,-584,41440,1838,2422,621,MID,Andy Irving,West Ham
675,83,4,0,False,2025-10-26T14:00:00Z,2.0,0.0,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2918,187238,422,3340,675,GKP,Angus Gunn,Nott'm Forest
486,89,10,1,True,2025-10-25T14:00:00Z,2.0,1.0,9,False,14,0,0,0,0,0,0,0,0,0,0,0,5,7.4,20.3,9.0,3.7,1,0,0,1,0,0.17,0.07,0.24,0.0,68,-41644,503603,5394,47038,486,MID,Anthony Elanga,Newcastle
485,89,10,2,True,2025-10-25T14:00:00Z,2.0,1.0,9,False,75,0,0,0,1,0,0,0,0,0,0,0,12,3.4,28.7,10.0,4.2,0,4,0,4,1,0.0,0.42,0.42,1.53,75,39131,394871,68618,29487,485,MID,Anthony Gordon,Newcastle
