element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,position,name,team
116,131,1,0,False,2025-12-03T19:30:00Z,2.0,0.0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,4185,45955,4866,681,116,DEF,Aaron Hickey,Brentford
674,139,18,1,True,2025-12-02T20:15:00Z,2.0,2.0,14,False,90,0,0,0,2,0,0,0,0,0,0,0,0,3.2,0.0,0.0,0.3,1,6,0,0,1,0.0,0.0,0.0,0.75,48,7490,80810,8398,908,674,GKP,Aaron Ramsdale,Newcastle
211,134,8,0,True,2025-12-03T19:30:00Z,0.0,1.0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-5500,232497,0,5500,211,MID,Aaron Ramsey,Burnley
610,138,14,3,False,2025-12-04T20:00:00Z,1.0,1.0,14,False,90,0,0,0,1,0,0,0,1,0,0,0,22,35.6,22.9,0.0,5.9,9,4,3,12,1,0.0,0.05,0.05,1.56,42,-9031,672481,3644,12675,610,DEF,Aaron Wan-Bissaka,West Ham
234,136,11,0,False,2025-12-03T20:15:00Z,3.0,1.0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-51,7300,0,51,234,DEF,Aarón Anselmino,Chelsea
165,133,2,0,True,2025-12-03T19:30:00Z,3.0,4.0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-4,1510,0,4,165,MID,Abdallah Sima,Brighton
554,137,12,0,False,2025-12-03T20:15:00Z,1.0,1.0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-1279,64080,1846,3125,554,MID,Abdoullah Ba,Sunderland
406,135,10,0,False,2025-12-02T19:30:00Z,4.0,5.0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-325,34011,247,572,406,DEF,Abdukodir Khusanov,Man City
326,135,13,0,True,2025-12-02T19:30:00Z,4.0,5.0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,52,-300,18491,159,459,326,MID,Adama Traoré Diarra,West Ham
667,132,4,0,False,2025-12-02T19:30:00Z,0.0,1.0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-79,6845,35,114,667,DEF,Adam Aznou,Everton
73,132,9,0,True,2025-12-02T19:30:00Z,0.0,1.0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,175,20885,412,237,73,DEF,Adam Smith,Bournemouth
153,133,2,0,True,2025-12-03T19:30:00Z,3.0,4.0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,4,813,22,18,153,DEF,Adam Webster,Brighton
273,134,3,3,False,2025-12-03T19:30:00Z,0.0,1.0,14,False,75,0,0,1,0,0,0,0,0,0,0,0,12,4.8,5.8,0.0,1.1,2,7,1,10,1,0.0,0.26,0.26,0.34,50,3481,59547,4834,1353,273,MID,Adam Wharton,Crystal Palace
