element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,position,name,team
116,93,8,0,False,2025-11-01T15:00:00Z,2.0,0.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2648,39236,310,2958,116,DEF,Aaron Hickey,Brentford
674,100,19,0,False,2025-11-02T14:00:00Z,3.0,1.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-1650,73611,870,2520,674,GKP,Aaron Ramsdale,Newcastle
211,92,1,0,True,2025-11-01T15:00:00Z,0.0,2.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-21239,272430,0,21239,211,MID,Aaron Ramsey,Burnley
610,100,15,7,True,2025-11-02T14:00:00Z,3.0,1.0,10,False,90,0,1,0,1,0,0,0,0,0,0,0,17,21.0,5.1,0.0,2.6,10,3,1,11,1,0.0,0.02,0.02,0.52,43,-43092,716650,2549,45641,610,DEF,Aaron Wan-Bissaka,West Ham
234,99,18,0,False,2025-11-01T17:30:00Z,0.0,1.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-181,7646,0,181,234,DEF,Aarón Anselmino,Chelsea
165,91,11,0,True,2025-11-01T15:00:00Z,3.0,0.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-38,1573,0,38,165,MID,Abdallah Sima,Brighton
554,98,9,0,True,2025-11-03T20:00:00Z,1.0,1.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,16289,51650,19005,2716,554,MID,Abdoullah Ba,Sunderland
406,96,4,0,True,2025-11-02T16:30:00Z,3.0,1.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-841,33941,461,1302,406,DEF,Abdukodir Khusanov,Man City
326,94,20,1,True,2025-11-01T15:00:00Z,3.0,0.0,10,False,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.8,5.0,0.6,0,0,0,0,0,0.02,0.01,0.03,0.07,52,309,20321,1418,1109,326,MID,Adama Traoré Diarra,West Ham
667,98,17,0,False,2025-11-03T20:00:00Z,1.0,1.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-168,6922,93,261,667,DEF,Adam Aznou,Everton
73,96,13,0,False,2025-11-02T16:30:00Z,3.0,1.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-140,19879,378,518,73,DEF,Adam Smith,Bournemouth
153,91,11,0,True,2025-11-01T15:00:00Z,3.0,0.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-18,839,35,53,153,DEF,Adam Webster,Brighton
273,93,5,0,True,2025-11-01T15:00:00Z,2.0,0.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-4487,59140,3128,7615,273,MID,Adam Wharton,Crystal Palace
176,91,11,0,True,2025-11-01T15:00:00Z,3.0,0.0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-142,3010,0,142,176,MID,Adrian Mazilu,Brighton
