element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,position,name,team
116,231,2,1,False,2026-02-01T14:00:00Z,0.0,1.0,24,False,6,0,0,0,0,0,0,0,0,0,0,0,6,15.2,0.0,0.0,1.5,4,1,1,5,0,0.0,0.0,0.0,0.54,40,-1659,59394,1101,2760,116,DEF,Aaron Hickey,Brentford
674,235,12,0,False,2026-01-31T20:00:00Z,4.0,1.0,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-3173,89465,505,3678,674,GKP,Aaron Ramsdale,Newcastle
211,238,17,0,False,2026-02-02T20:00:00Z,3.0,0.0,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1433,189980,0,1433,211,MID,Aaron Ramsey,Burnley
610,233,7,7,False,2026-01-31T17:30:00Z,3.0,2.0,24,False,90,0,2,0,3,0,0,0,0,0,0,0,26,57.6,26.2,6.0,9.0,6,3,2,8,1,0.0,0.07,0.07,2.7,41,1967,507196,7936,5969,610,DEF,Aaron Wan-Bissaka,West Ham
234,233,19,0,True,2026-01-31T17:30:00Z,3.0,2.0,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,106,7072,149,43,234,DEF,Aarón Anselmino,Chelsea
165,232,9,0,True,2026-01-31T15:00:00Z,1.0,1.0,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-1,1450,0,1,165,MID,Abdallah Sima,Brighton
554,238,3,0,True,2026-02-02T20:00:00Z,3.0,0.0,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-1790,45364,501,2291,554,MID,Abdoullah Ba,Sunderland
406,239,18,0,False,2026-02-01T16:30:00Z,2.0,2.0,24,False,90,0,0,0,2,0,0,0,1,0,0,0,9,20.6,2.1,0.0,2.3,7,7,2,9,1,0.0,0.01,0.01,1.05,54,-886,46473,2534,3420,406,DEF,Abdukodir Khusanov,Man City
326,233,7,0,False,2026-01-31T17:30:00Z,3.0,2.0,24,False,9,0,0,0,1,0,0,0,1,0,0,0,-1,0.2,0.3,0.0,0.1,0,0,0,0,0,0.0,0.0,0.0,0.8,51,595,18606,1020,425,326,MID,Adama Traoré Diarra,West Ham
667,232,6,0,False,2026-01-31T15:00:00Z,1.0,1.0,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,2,7024,69,67,667,DEF,Adam Aznou,Everton
