element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,position,name,team
116,102,15,2,True,2025-11-09T14:00:00Z,3.0,1.0,11,False,69,0,0,0,1,0,0,0,0,0,0,0,13,12.6,2.0,28.0,4.3,4,6,2,6,1,0.12,0.05,0.17,0.38,40,-699,39044,596,1295,116,DEF,Aaron Hickey,Brentford
674,102,5,0,False,2025-11-09T14:00:00Z,3.0,1.0,11,False,13,0,0,0,2,0,0,0,0,0,1,0,-2,8.8,0.0,0.0,0.9,0,0,0,0,0,0.0,0.0,0.0,1.82,48,-1413,72650,558,1971,674,GKP,Aaron Ramsdale,Newcastle
211,110,19,0,False,2025-11-08T15:00:00Z,3.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-12984,259740,0,12984,211,MID,Aaron Ramsey,Burnley
610,110,3,3,True,2025-11-08T15:00:00Z,3.0,2.0,11,False,90,0,0,0,2,0,0,0,0,0,0,0,3,15.6,2.0,2.0,2.0,9,2,2,11,1,0.0,0.01,0.01,1.06,43,-6431,714246,10271,16702,610,DEF,Aaron Wan-Bissaka,West Ham
234,103,20,0,True,2025-11-08T20:00:00Z,3.0,0.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-128,7521,0,128,234,DEF,Aarón Anselmino,Chelsea
165,104,8,0,False,2025-11-09T14:00:00Z,0.0,0.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-25,1549,0,25,165,MID,Abdallah Sima,Brighton
554,108,1,0,True,2025-11-08T17:30:00Z,2.0,2.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,15484,65030,20042,4558,554,MID,Abdoullah Ba,Sunderland
406,106,12,0,True,2025-11-09T16:30:00Z,3.0,0.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-451,33925,409,860,406,DEF,Abdukodir Khusanov,Man City
326,105,9,1,False,2025-11-08T15:00:00Z,2.0,0.0,11,False,15,0,0,0,1,0,0,0,0,0,0,0,5,2.4,0.8,19.0,2.2,0,1,0,1,0,0.03,0.01,0.04,0.43,52,-872,19476,407,1279,326,MID,Adama Traoré Diarra,West Ham
667,105,10,0,True,2025-11-08T15:00:00Z,2.0,0.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-170,6890,50,220,667,DEF,Adam Aznou,Everton
73,101,2,1,False,2025-11-09T14:00:00Z,4.0,0.0,11,False,9,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.01,44,-99,19996,324,423,73,DEF,Adam Smith,Bournemouth
153,104,8,0,False,2025-11-09T14:00:00Z,0.0,0.0,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-21,813,26,47,153,DEF,Adam Webster,Brighton
