element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,position,name,team
116,170,20,0,False,2025-12-20T15:00:00Z,0.0,2.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,15560,72304,17259,1699,116,DEF,Aaron Hickey,Brentford
674,168,7,1,True,2025-12-20T12:30:00Z,2.0,2.0,17,False,90,0,0,0,2,0,0,0,0,0,2,0,7,22.6,10.0,0.0,3.3,1,6,0,0,1,0.0,0.0,0.0,1.22,48,-4240,115261,4828,9068,674,GKP,Aaron Ramsdale,Newcastle
211,162,4,0,False,2025-12-20T15:00:00Z,1.0,1.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-6379,206341,0,6379,211,MID,Aaron Ramsey,Burnley
610,167,13,0,False,2025-12-20T15:00:00Z,3.0,0.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-67976,576811,391,68367,610,DEF,Aaron Wan-Bissaka,West Ham
234,168,15,0,False,2025-12-20T12:30:00Z,2.0,2.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-73,7076,0,73,234,DEF,Aarón Anselmino,Chelsea
165,163,17,0,True,2025-12-20T15:00:00Z,0.0,0.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-14,1473,0,14,165,MID,Abdallah Sima,Brighton
554,163,6,0,False,2025-12-20T15:00:00Z,0.0,0.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-2068,53579,1541,3609,554,MID,Abdoullah Ba,Sunderland
406,167,19,1,True,2025-12-20T15:00:00Z,3.0,0.0,17,False,23,0,0,0,0,0,0,0,0,0,0,0,11,4.0,3.5,0.0,0.8,0,1,1,1,0,0.0,0.01,0.01,0.18,54,-170,33656,563,733,406,DEF,Abdukodir Khusanov,Man City
326,165,16,1,True,2025-12-22T20:00:00Z,1.0,0.0,17,False,6,0,0,0,0,0,0,0,0,0,0,0,3,1.0,0.5,0.0,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,51,85,18168,643,558,326,MID,Adama Traoré Diarra,West Ham
667,164,1,0,True,2025-12-20T20:00:00Z,0.0,1.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-51,6789,106,157,667,DEF,Adam Aznou,Everton
73,162,3,0,True,2025-12-20T15:00:00Z,1.0,1.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,2649,24883,3118,469,73,DEF,Adam Smith,Bournemouth
153,163,17,0,True,2025-12-20T15:00:00Z,0.0,0.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-5,824,22,27,153,DEF,Adam Webster,Brighton
273,166,11,3,False,2025-12-20T20:00:00Z,4.0,1.0,17,False,90,0,0,0,4,0,0,0,1,0,0,0,13,21.6,11.1,21.0,5.4,3,5,4,12,1,0.07,0.37,0.44,2.67,50,32181,100638,35538,3357,273,MID,Adam Wharton,Crystal Palace
176,163,17,0,True,2025-12-20T15:00:00Z,0.0,0.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-47,2560,0,47,176,MID,Adrian Mazilu,Brighton
74,162,3,5,True,2025-12-20T15:00:00Z,1.0,1.0,17,False,90,0,0,0,1,0,0,0,0,0,0,1,24,31.0,7.3,0.0,3.8,10,2,7,17,1,0.0,0.03,0.03,0.38,45,33244,313555,42419,9175,74,DEF,Adrien Truffert,Bournemouth
562,163,6,0,False,2025-12-20T15:00:00Z,0.0,0.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,316,48662,2297,1981,562,FWD,Ahmed Abdullahi,Sunderland
752,167,13,0,False,2025-12-20T15:00:00Z,3.0,0.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,121,1795,212,91,752,DEF,Airidas Golambeckis,West Ham
533,163,6,0,False,2025-12-20T15:00:00Z,0.0,0.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2,492,36,34,533,DEF,Aji Alese,Sunderland
555,163,6,0,False,2025-12-20T15:00:00Z,0.0,0.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-69,4101,0,69,555,MID,Alan Browne,Sunderland
29,164,9,0,False,2025-12-20T20:00:00Z,0.0,1.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-69,6701,0,69,29,MID,Albert Sambi Lokonga,Arsenal
453,168,15,1,False,2025-12-20T12:30:00Z,2.0,2.0,17,False,90,0,0,0,2,0,0,0,1,0,0,0,8,3.8,23.7,47.0,7.5,1,6,0,7,1,0.28,0.07,0.35,2.31,64,-1053,72019,8492,9545,453,MID,Alejandro Garnacho Ferreyra,Chelsea
499,169,18,6,False,2025-12-20T17:30:00Z,1.0,2.0,17,False,14,1,0,0,0,0,0,0,0,0,0,1,29,32.2,0.3,17.0,5.0,0,1,0,1,0,0.08,0.0,0.08,0.0,103,-27270,534411,4073,31343,499,FWD,Alexander Isak,Liverpool
386,169,18,1,False,2025-12-20T17:30:00Z,1.0,2.0,17,False,90,0,0,0,1,0,0,0,1,0,0,0,3,3.8,7.6,17.0,2.8,2,1,0,3,1,0.09,0.06,0.15,1.07,62,4482,153432,9453,4971,386,MID,Alexis Mac Allister,Liverpool
340,166,8,0,True,2025-12-20T20:00:00Z,4.0,1.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,9,20304,304,295,340,GKP,Alex Cairns,Leeds
324,165,16,0,True,2025-12-22T20:00:00Z,1.0,0.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-51370,116208,174,51544,324,MID,Alex Iwobi,Fulham
481,168,7,0,True,2025-12-20T12:30:00Z,2.0,2.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,2824,93828,6084,3260,481,DEF,Alex Murphy,Newcastle
70,162,3,0,True,2025-12-20T15:00:00Z,1.0,1.0,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-188,7908,0,188,70,GKP,Alex Paulsen,Bournemouth
