element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,position,name,team
116,13,2,1,True,2025-08-23T14:00:00Z,1.0,0.0,2,False,11,0,0,0,0,0,0,0,0,0,0,0,5,4.0,0.1,0.0,0.4,0,0,2,2,0,0.0,0.0,0.0,0.24,40,-2260,48243,1689,3949,116,DEF,Aaron Hickey,Brentford
674,19,12,0,True,2025-08-25T19:00:00Z,2.0,3.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-13378,89177,1823,15201,674,GKP,Aaron Ramsdale,Newcastle
211,14,17,0,True,2025-08-23T14:00:00Z,2.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-70600,961170,34974,105574,211,MID,Aaron Ramsey,Burnley
610,20,7,0,True,2025-08-22T19:00:00Z,1.0,5.0,2,False,90,0,0,0,5,0,0,0,0,0,0,0,-8,17.0,19.8,0.0,3.7,5,2,0,5,1,0.0,0.06,0.06,2.74,45,-257314,2297122,26509,283823,610,DEF,Aaron Wan-Bissaka,West Ham
234,20,19,0,False,2025-08-22T19:00:00Z,1.0,5.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1179,12792,566,1745,234,DEF,Aarón Anselmino,Chelsea
165,16,9,0,False,2025-08-24T13:00:00Z,2.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-376,2632,126,502,165,MID,Abdallah Sima,Brighton
554,14,3,0,False,2025-08-23T14:00:00Z,2.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2126,27253,1616,3742,554,MID,Abdoullah Ba,Sunderland
406,18,18,0,True,2025-08-23T11:30:00Z,0.0,2.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-5550,38991,1889,7439,406,DEF,Abdukodir Khusanov,Man City
326,17,14,0,True,2025-08-24T15:30:00Z,1.0,1.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-5031,29589,874,5905,326,MID,Adama Traoré Diarra,West Ham
667,16,6,0,True,2025-08-24T13:00:00Z,2.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1660,12212,453,2113,667,DEF,Adam Aznou,Everton
73,12,20,6,True,2025-08-23T14:00:00Z,1.0,0.0,2,False,90,0,0,1,0,0,0,0,0,0,0,0,24,5.6,3.4,0.0,0.9,2,1,0,2,1,0.0,0.01,0.01,0.46,45,7432,42497,10715,3283,73,DEF,Adam Smith,Bournemouth
153,16,9,0,False,2025-08-24T13:00:00Z,2.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-364,1191,75,439,153,DEF,Adam Webster,Brighton
273,15,16,2,True,2025-08-24T13:00:00Z,1.0,1.0,2,False,81,0,0,0,1,0,0,0,0,0,0,0,18,8.2,20.2,0.0,2.8,2,6,1,9,1,0.0,0.09,0.09,0.66,50,563,67486,7424,6861,273,MID,Adam Wharton,Crystal Palace
176,16,9,0,False,2025-08-24T13:00:00Z,2.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-309,4365,291,600,176,MID,Adrian Mazilu,Brighton
74,12,20,6,True,2025-08-23T14:00:00Z,1.0,0.0,2,False,90,0,0,1,0,0,0,0,0,0,0,0,28,18.0,18.9,6.0,4.3,4,4,0,4,1,0.0,0.04,0.04,0.46,45,30012,117372,40436,10424,74,DEF,Adrien Truffert,Bournemouth
562,14,3,0,False,2025-08-23T14:00:00Z,2.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-4047,59654,3399,7446,562,FWD,Ahmed Abdullahi,Sunderland
533,14,3,0,False,2025-08-23T14:00:00Z,2.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-46,535,62,108,533,DEF,Aji Alese,Sunderland
555,14,3,0,False,2025-08-23T14:00:00Z,2.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-681,11036,806,1487,555,MID,Alan Browne,Sunderland
29,11,11,0,True,2025-08-23T16:30:00Z,5.0,0.0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-836,15114,1611,2447,29,MID,Albert Sambi Lokonga,Arsenal
