element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,position,name,team
116,182,18,0,True,2026-01-01T20:00:00Z,0.0,0.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2228,65909,2220,4448,116,DEF,Aaron Hickey,Brentford
674,183,3,0,False,2025-12-30T19:30:00Z,1.0,3.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,9257,146597,13364,4107,674,GKP,Aaron Ramsdale,Newcastle
211,183,15,0,True,2025-12-30T19:30:00Z,1.0,3.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-3458,197548,0,3458,211,MID,Aaron Ramsey,Burnley
610,190,6,0,True,2025-12-30T19:30:00Z,2.0,2.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-22480,519792,79,22559,610,DEF,Aaron Wan-Bissaka,West Ham
234,184,4,0,True,2025-12-30T19:30:00Z,2.0,2.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-36,6997,0,36,234,DEF,Aarón Anselmino,Chelsea
165,190,19,0,False,2025-12-30T19:30:00Z,2.0,2.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-4,1464,0,4,165,MID,Abdallah Sima,Brighton
554,189,13,0,True,2026-01-01T20:00:00Z,0.0,0.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-1659,51095,493,2152,554,MID,Abdoullah Ba,Sunderland
406,189,17,0,False,2026-01-01T20:00:00Z,0.0,0.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-211,33685,267,478,406,DEF,Abdukodir Khusanov,Man City
326,185,8,1,False,2026-01-01T17:30:00Z,1.0,1.0,19,False,5,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,2.0,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-196,18140,261,457,326,MID,Adama Traoré Diarra,West Ham
667,188,16,0,False,2025-12-30T19:30:00Z,0.0,2.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-46,6898,69,115,667,DEF,Adam Aznou,Everton
73,184,7,1,False,2025-12-30T19:30:00Z,2.0,2.0,19,False,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.22,44,-696,23168,308,1004,73,DEF,Adam Smith,Bournemouth
153,190,19,0,False,2025-12-30T19:30:00Z,2.0,2.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,5,841,20,15,153,DEF,Adam Webster,Brighton
273,185,10,2,True,2026-01-01T17:30:00Z,1.0,1.0,19,False,90,0,0,0,1,0,0,0,0,0,0,0,13,10.0,2.5,4.0,1.7,3,4,2,9,1,0.0,0.1,0.1,1.91,50,1916,113949,9492,7576,273,MID,Adam Wharton,Crystal Palace
176,190,19,0,False,2025-12-30T19:30:00Z,2.0,2.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-22,2497,0,22,176,MID,Adrian Mazilu,Brighton
74,184,7,3,False,2025-12-30T19:30:00Z,2.0,2.0,19,False,90,0,0,0,2,0,0,0,0,0,0,0,14,32.8,6.3,6.0,4.5,11,4,3,14,1,0.1,0.03,0.13,2.31,45,-31899,252985,3115,35014,74,DEF,Adrien Truffert,Bournemouth
562,189,13,0,True,2026-01-01T20:00:00Z,0.0,0.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-822,47414,638,1460,562,FWD,Ahmed Abdullahi,Sunderland
752,190,6,0,True,2025-12-30T19:30:00Z,2.0,2.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-28,2124,78,106,752,DEF,Airidas Golambeckis,West Ham
533,189,13,0,True,2026-01-01T20:00:00Z,0.0,0.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-5,481,12,17,533,DEF,Aji Alese,Sunderland
555,189,13,0,True,2026-01-01T20:00:00Z,0.0,0.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-42,4015,0,42,555,MID,Alan Browne,Sunderland
29,181,2,0,True,2025-12-30T20:15:00Z,4.0,1.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-30,6604,0,30,29,MID,Albert Sambi Lokonga,Arsenal
453,184,4,4,True,2025-12-30T19:30:00Z,2.0,2.0,19,False,45,0,1,0,2,0,0,0,0,0,0,0,12,23.2,36.3,10.0,7.0,1,1,0,2,1,0.0,0.19,0.19,2.77,64,102,72784,5194,5092,453,MID,Alejandro Garnacho Ferreyra,Chelsea
499,186,11,0,True,2026-01-01T17:30:00Z,0.0,0.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,103,-12500,490441,119,12619,499,FWD,Alexander Isak,Liverpool
386,186,11,1,True,2026-01-01T17:30:00Z,0.0,0.0,19,False,24,0,0,0,0,0,0,0,0,0,0,0,3,2.6,4.3,2.0,0.9,1,1,0,2,0,0.02,0.06,0.08,0.16,62,-3026,180286,5651,8677,386,MID,Alexis Mac Allister,Liverpool
340,186,12,0,False,2026-01-01T17:30:00Z,0.0,0.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-189,20227,148,337,340,GKP,Alex Cairns,Leeds
324,185,8,0,False,2026-01-01T17:30:00Z,1.0,1.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-6770,96993,31,6801,324,MID,Alex Iwobi,Fulham
481,183,3,0,False,2025-12-30T19:30:00Z,1.0,3.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,-1551,93968,2002,3553,481,DEF,Alex Murphy,Newcastle
70,184,7,0,False,2025-12-30T19:30:00Z,2.0,2.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-126,7632,0,126,70,GKP,Alex Paulsen,Bournemouth
90,184,7,2,False,2025-12-30T19:30:00Z,2.0,2.0,19,False,90,0,0,0,2,0,0,0,0,0,0,0,7,8.8,11.8,4.0,2.5,8,3,0,11,1,0.04,0.01,0.05,2.31,50,-1740,30680,695,2435,90,MID,Alex Scott,Bournemouth
641,187,14,0,False,2025-12-30T20:15:00Z,1.0,1.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-2643,150398,448,3091,641,DEF,Alfie Pond,Wolves
366,186,11,6,True,2026-01-01T17:30:00Z,0.0,0.0,19,False,90,0,0,1,0,0,0,0,0,0,2,0,25,12.8,0.0,0.0,1.3,2,7,0,0,1,0.0,0.0,0.0,0.68,54,4011,796786,18309,14298,366,GKP,Alisson Becker,Liverpool
600,190,6,2,True,2025-12-30T19:30:00Z,2.0,2.0,19,False,90,0,0,0,2,0,0,0,0,0,5,0,10,33.2,0.0,0.0,3.3,2,10,0,0,1,0.0,0.0,0.0,2.94,43,1717,277278,7578,5861,600,GKP,Alphonse Areola,West Ham
431,187,20,0,True,2025-12-30T20:15:00Z,1.0,1.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,26,41868,718,692,431,GKP,Altay Bayındır,Man Utd
59,181,1,1,False,2025-12-30T20:15:00Z,4.0,1.0,19,False,45,0,0,0,0,0,0,0,0,0,0,0,5,5.8,2.3,2.0,1.0,2,0,0,2,1,0.0,0.0,0.0,0.46,48,1549,105423,6764,5215,59,MID,Amadou Onana,Aston Villa
452,187,20,0,True,2025-12-30T20:15:00Z,1.0,1.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,63,-6695,125320,173,6868,452,MID,Amad Diallo,Man Utd
378,186,11,0,True,2026-01-01T17:30:00Z,0.0,0.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,37,20222,110724,23607,3385,378,DEF,Amara Nallo,Liverpool
697,184,7,1,False,2025-12-30T19:30:00Z,2.0,2.0,19,False,12,0,0,0,0,0,0,0,0,0,0,0,7,2.8,10.8,4.0,1.8,0,0,0,0,0,0.0,0.13,0.13,0.28,54,-151,5226,123,274,697,MID,Amine Adli,Bournemouth
327,185,8,0,False,2026-01-01T17:30:00Z,1.0,1.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,53,-39,7750,0,39,327,MID,Andreas Hoelgebaum Pereira,Fulham
177,190,19,0,False,2025-12-30T19:30:00Z,2.0,2.0,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-11,2087,0,11,177,MID,Andrew Moran,Brighton
