element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,position,name,team
116,28,17,0,False,2025-08-30T14:00:00Z,2.0,1.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1625,49075,3025,4650,116,DEF,Aaron Hickey,Brentford
674,24,11,0,False,2025-08-30T16:30:00Z,0.0,0.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-8186,87485,2226,10412,674,GKP,Aaron Ramsdale,Newcastle
211,26,14,0,False,2025-08-30T14:00:00Z,3.0,2.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-132387,820442,21252,153639,211,MID,Aaron Ramsey,Burnley
610,27,16,0,False,2025-08-31T13:00:00Z,0.0,3.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-396365,1886141,12219,408584,610,DEF,Aaron Wan-Bissaka,West Ham
234,23,10,0,True,2025-08-30T11:30:00Z,2.0,0.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1524,12625,360,1884,234,DEF,Aarón Anselmino,Chelsea
165,22,13,0,True,2025-08-31T13:00:00Z,2.0,1.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-336,2608,80,416,165,MID,Abdallah Sima,Brighton
554,28,5,0,True,2025-08-30T14:00:00Z,2.0,1.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-3759,23776,689,4448,554,MID,Abdoullah Ba,Sunderland
406,22,6,1,False,2025-08-31T13:00:00Z,2.0,1.0,3,False,84,0,0,0,1,0,0,0,1,0,0,0,8,14.0,2.3,0.0,1.6,2,1,4,6,1,0.0,0.01,0.01,1.19,54,-5476,38205,1780,7256,406,DEF,Abdukodir Khusanov,Man City
326,23,7,1,False,2025-08-30T11:30:00Z,2.0,0.0,3,False,6,0,0,0,0,0,0,0,0,0,0,0,5,4.2,14.7,6.0,2.5,0,1,0,1,0,0.0,0.07,0.07,0.04,54,-4819,25759,782,5601,326,MID,Adama Traoré Diarra,West Ham
667,30,20,0,False,2025-08-30T14:00:00Z,2.0,3.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2579,9897,332,2911,667,DEF,Adam Aznou,Everton
73,29,18,1,False,2025-08-30T14:00:00Z,0.0,1.0,3,False,25,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,0,0,0,0,1,0.0,0.0,0.0,0.0,45,-2268,40820,2510,4778,73,DEF,Adam Smith,Bournemouth
153,22,13,0,True,2025-08-31T13:00:00Z,2.0,1.0,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-214,1009,45,259,153,DEF,Adam Webster,Brighton
273,21,2,1,False,2025-08-31T18:00:00Z,0.0,3.0,3,False,55,0,0,0,0,0,0,0,0,0,0,0,9,3.2,5.9,0.0,0.9,0,5,0,5,1,0.0,0.01,0.01,0.75,50,-2656,67625,5794,8450,273,MID,Adam Wharton,Crystal Palace
