element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,position,name,team
116,356,13,2,False,2026-05-09T16:30:00Z,3.0,0.0,36,False,60,0,0,0,1,0,0,0,0,0,0,0,4,13.4,0.1,1.0,1.5,5,1,1,6,1,0.04,0.0,0.04,1.29,40,-160,44128,399,559,116,DEF,Aaron Hickey,Brentford
674,357,16,0,False,2026-05-10T13:00:00Z,1.0,1.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-2293,100403,823,3116,674,GKP,Aaron Ramsdale,Newcastle
211,352,2,0,True,2026-05-10T13:00:00Z,2.0,2.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-416,181971,0,416,211,MID,Aaron Ramsey,Burnley
610,360,1,2,True,2026-05-10T15:30:00Z,0.0,1.0,36,False,90,0,0,0,1,0,0,0,0,0,0,0,9,9.6,13.4,0.0,2.3,4,4,1,5,1,0.0,0.05,0.05,1.18,41,-9481,562388,996,10477,610,DEF,Aaron Wan-Bissaka,West Ham
234,355,12,0,False,2026-05-09T11:30:00Z,1.0,1.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-9,6870,0,9,234,DEF,Aarón Anselmino,Chelsea
165,351,20,0,True,2026-05-09T14:00:00Z,3.0,0.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,0,1420,0,0,165,MID,Abdallah Sima,Brighton
554,358,14,0,True,2026-05-09T14:00:00Z,0.0,0.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-188,40395,294,482,554,MID,Abdoullah Ba,Sunderland
406,356,5,0,True,2026-05-09T16:30:00Z,3.0,0.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,12300,97867,15329,3029,406,DEF,Abdukodir Khusanov,Man City
406,307,8,6,True,2026-05-13T19:00:00Z,3.0,0.0,36,False,90,0,0,1,0,0,0,0,0,0,0,0,24,9.8,7.4,1.0,1.8,4,2,0,4,1,0.02,0.04,0.06,0.68,54,12300,97867,15329,3029,406,DEF,Abdukodir Khusanov,Man City
326,360,1,0,True,2026-05-10T15:30:00Z,0.0,1.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-126,19924,125,251,326,MID,Adama Traoré Diarra,West Ham
817,351,6,2,False,2026-05-09T14:00:00Z,3.0,0.0,36,False,90,0,0,0,3,0,0,0,0,0,0,0,3,2.0,0.3,6.0,0.8,2,1,0,3,1,0.0,0.0,0.0,1.62,52,-1187,8117,771,1958,817,FWD,Adam Armstrong,Wolves
667,353,8,0,False,2026-05-10T13:00:00Z,2.0,2.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-15,7411,34,49,667,DEF,Adam Aznou,Everton
73,354,10,11,False,2026-05-09T14:00:00Z,0.0,1.0,36,False,90,0,1,1,0,0,0,0,0,0,0,2,32,28.0,11.6,0.0,4.0,5,3,1,6,1,0.0,0.01,0.01,1.33,44,-32,24641,314,346,73,DEF,Adam Smith,Bournemouth
153,351,20,0,True,2026-05-09T14:00:00Z,3.0,0.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,1,919,24,23,153,DEF,Adam Webster,Brighton
273,353,9,4,True,2026-05-10T13:00:00Z,2.0,2.0,36,False,90,0,0,0,2,0,0,0,0,0,0,0,12,19.0,33.0,5.0,5.7,2,8,6,16,1,0.06,0.53,0.59,1.59,50,27463,106592,29235,1772,273,MID,Adam Wharton,Crystal Palace
273,307,13,1,False,2026-05-13T19:00:00Z,3.0,0.0,36,False,30,0,0,0,1,0,0,0,0,0,0,0,8,7.6,21.3,0.0,2.9,0,6,1,7,0,0.0,0.02,0.02,0.6,50,27463,106592,29235,1772,273,MID,Adam Wharton,Crystal Palace
176,351,20,0,True,2026-05-09T14:00:00Z,3.0,0.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1,2346,0,1,176,MID,Adrian Mazilu,Brighton
74,354,10,9,False,2026-05-09T14:00:00Z,0.0,1.0,36,False,90,0,0,1,0,0,0,0,0,0,0,3,37,26.0,30.6,15.0,7.2,2,7,2,4,1,0.37,0.07,0.44,1.33,47,17765,606880,40899,23134,74,DEF,Adrien Truffert,Bournemouth
562,358,14,0,True,2026-05-09T14:00:00Z,0.0,0.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-291,55584,507,798,562,FWD,Ahmed Abdullahi,Sunderland
752,360,1,0,True,2026-05-10T15:30:00Z,0.0,1.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,20,4417,111,91,752,DEF,Airidas Golambeckis,West Ham
533,358,14,0,True,2026-05-09T14:00:00Z,0.0,0.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2,437,0,2,533,DEF,Aji Alese,Sunderland
555,358,14,0,True,2026-05-09T14:00:00Z,0.0,0.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-8,3781,0,8,555,MID,Alan Browne,Sunderland
29,360,19,0,False,2026-05-10T15:30:00Z,0.0,1.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-4,6301,0,4,29,MID,Albert Sambi Lokonga,Arsenal
453,355,12,0,False,2026-05-09T11:30:00Z,1.0,1.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,-1606,57598,149,1755,453,MID,Alejandro Garnacho Ferreyra,Chelsea
499,355,7,1,True,2026-05-09T11:30:00Z,1.0,1.0,36,False,23,0,0,0,0,0,0,0,0,0,0,0,4,2.2,0.3,8.0,1.1,0,1,1,2,0,0.0,0.01,0.01,0.09,103,-44822,511301,5313,50135,499,FWD,Alexander Isak,Liverpool
386,355,7,1,True,2026-05-09T11:30:00Z,1.0,1.0,36,False,90,0,0,0,1,0,0,0,1,0,0,0,2,0.0,4.8,4.0,0.5,1,2,1,4,1,0.04,0.01,0.05,0.5,62,-12138,241407,3906,16044,386,MID,Alexis Mac Allister,Liverpool
340,359,18,0,False,2026-05-11T19:00:00Z,1.0,1.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-48,18861,94,142,340,GKP,Alex Cairns,Leeds
324,354,4,0,True,2026-05-09T14:00:00Z,0.0,1.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,62,-22385,151786,43,22428,324,MID,Alex Iwobi,Fulham
481,357,16,0,False,2026-05-10T13:00:00Z,1.0,1.0,36,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,-304,87912,500,804,481,DEF,Alex Murphy,Newcastle
