element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,position,name,team
116,223,16,1,True,2026-01-25T14:00:00Z,0.0,2.0,23,False,23,0,0,0,1,0,0,0,0,0,0,0,0,1.2,0.6,0.0,0.2,0,2,0,0,0,0.0,0.0,0.0,0.39,40,-1254,60886,839,2093,116,DEF,Aaron Hickey,Brentford
674,229,2,0,True,2026-01-25T14:00:00Z,0.0,2.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,48,-3127,92379,548,3675,674,GKP,Aaron Ramsdale,Newcastle
211,224,18,0,True,2026-01-24T15:00:00Z,2.0,2.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1114,191458,0,1114,211,MID,Aaron Ramsey,Burnley
610,230,17,2,True,2026-01-24T12:30:00Z,3.0,1.0,23,False,90,0,0,0,1,0,0,0,0,0,0,0,12,13.4,12.5,0.0,2.6,3,4,1,4,1,0.0,0.04,0.04,0.67,41,5171,504920,7707,2536,610,DEF,Aaron Wan-Bissaka,West Ham
234,225,8,0,False,2026-01-25T14:00:00Z,1.0,3.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-16,6907,0,16,234,DEF,Aarón Anselmino,Chelsea
165,227,10,0,False,2026-01-24T15:00:00Z,2.0,1.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-2,1452,0,2,165,MID,Abdallah Sima,Brighton
554,230,19,0,False,2026-01-24T12:30:00Z,3.0,1.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,-623,47151,474,1097,554,MID,Abdoullah Ba,Sunderland
406,228,20,6,True,2026-01-24T15:00:00Z,2.0,0.0,23,False,90,0,0,1,0,0,0,0,0,0,0,0,27,15.6,11.8,0.0,2.7,4,2,2,6,1,0.0,0.02,0.02,0.61,54,6176,47387,8356,2180,406,DEF,Abdukodir Khusanov,Man City
326,227,6,0,True,2026-01-24T15:00:00Z,2.0,1.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-3,17910,258,261,326,MID,Adama Traoré Diarra,West Ham
667,226,11,0,True,2026-01-26T20:00:00Z,1.0,1.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,-25,6978,44,69,667,DEF,Adam Aznou,Everton
73,222,12,1,True,2026-01-24T17:30:00Z,3.0,2.0,23,False,90,0,0,0,2,0,0,0,0,0,0,0,2,11.2,0.9,0.0,1.2,6,4,0,6,1,0.0,0.0,0.0,0.93,44,-187,22625,224,411,73,DEF,Adam Smith,Bournemouth
153,227,10,0,False,2026-01-24T15:00:00Z,2.0,1.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,13,859,37,24,153,DEF,Adam Webster,Brighton
273,225,7,-1,True,2026-01-25T14:00:00Z,1.0,3.0,23,False,72,0,0,0,3,0,0,0,0,1,0,0,0,2.4,12.2,0.0,1.5,1,7,2,10,1,0.0,0.13,0.13,2.2,50,-4467,96901,2543,7010,273,MID,Adam Wharton,Crystal Palace
176,227,10,0,False,2026-01-24T15:00:00Z,2.0,1.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-12,2428,0,12,176,MID,Adrian Mazilu,Brighton
74,222,12,3,True,2026-01-24T17:30:00Z,3.0,2.0,23,False,90,0,0,0,2,0,0,0,0,0,0,0,7,19.8,1.7,2.0,2.4,7,2,3,10,1,0.0,0.01,0.01,0.93,45,-9060,216906,2139,11199,74,DEF,Adrien Truffert,Bournemouth
562,230,19,0,False,2026-01-24T12:30:00Z,3.0,1.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,42,1356,48317,2407,1051,562,FWD,Ahmed Abdullahi,Sunderland
752,230,17,0,True,2026-01-24T12:30:00Z,3.0,1.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,56,2630,139,83,752,DEF,Airidas Golambeckis,West Ham
533,230,19,0,False,2026-01-24T12:30:00Z,3.0,1.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,7,497,24,17,533,DEF,Aji Alese,Sunderland
555,230,19,0,False,2026-01-24T12:30:00Z,3.0,1.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-23,3931,0,23,555,MID,Alan Browne,Sunderland
29,221,14,0,True,2026-01-25T16:30:00Z,2.0,3.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-17,6498,0,17,29,MID,Albert Sambi Lokonga,Arsenal
453,225,8,0,False,2026-01-25T14:00:00Z,1.0,3.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,64,2911,74501,8357,5446,453,MID,Alejandro Garnacho Ferreyra,Chelsea
499,222,4,0,False,2026-01-24T17:30:00Z,3.0,2.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,103,-3479,471056,107,3586,499,FWD,Alexander Isak,Liverpool
386,222,4,1,False,2026-01-24T17:30:00Z,3.0,2.0,23,False,58,0,0,0,2,0,0,0,0,0,0,0,8,11.6,3.8,2.0,1.7,3,1,2,6,1,0.03,0.03,0.06,0.63,62,-3977,159608,1510,5487,386,MID,Alexis Mac Allister,Liverpool
340,226,9,0,False,2026-01-26T20:00:00Z,1.0,1.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,39,-197,19662,101,298,340,GKP,Alex Cairns,Leeds
324,227,6,2,True,2026-01-24T15:00:00Z,2.0,1.0,23,False,87,0,0,0,1,0,0,0,0,0,0,0,10,7.4,15.2,4.0,2.7,2,4,0,6,1,0.03,0.01,0.04,1.59,63,4073,93116,5005,932,324,MID,Alex Iwobi,Fulham
481,229,2,0,True,2026-01-25T14:00:00Z,0.0,2.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,38,-409,89865,1199,1608,481,DEF,Alex Murphy,Newcastle
70,222,12,0,True,2026-01-24T17:30:00Z,3.0,2.0,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-44,7390,0,44,70,GKP,Alex Paulsen,Bournemouth
90,222,12,5,True,2026-01-24T17:30:00Z,3.0,2.0,23,False,90,0,1,0,2,0,0,0,0,0,0,0,22,22.2,11.8,7.0,4.1,2,5,1,8,1,0.15,0.35,0.5,0.93,50,884,31715,2017,1133,90,MID,Alex Scott,Bournemouth
