event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,51,51,5471408,5651177,5471399,60,0,1000,0,0,4
2,58,109,3021533,3081020,3634170,30,0,1000,0,0,12
3,47,156,6003068,6049212,3876509,55,1,1003,2,0,15
4,70,226,3690956,3739031,3127971,35,1,1006,1,0,9
5,39,265,7363615,7468300,3668735,65,1,1007,0,0,19
6,69,334,1227843,1285404,2101522,15,14,1009,0,0,12
7,73,407,2582789,2657873,1774161,25,14,1013,0,0,10
8,84,491,349053,360037,918425,5,14,1020,0,0,15
9,39,530,8860289,8872196,1294916,75,9,1023,3,0,4
10,90,620,321907,333002,712013,5,7,1027,1,0,7
11,46,666,2501797,2582571,581639,25,7,1031,0,0,12
12,56,722,1103137,1122304,332453,10,11,1033,1,0,10
13,73,795,56556,65422,77380,1,11,1032,0,0,3
14,72,867,2791824,2798065,71939,25,0,1033,3,0,3
15,42,909,8929366,8965601,137938,75,17,1034,1,0,8
16,77,986,1719243,1735779,133142,15,11,1034,4,0,14
17,97,1083,497561,506671,67502,5,11,1038,0,0,19
18,61,1144,1011412,1017757,33593,10,2,1041,3,0,0
19,35,1179,9040768,9088195,45310,75,5,1042,1,0,16
20,72,1251,191414,196507,16050,5,0,1043,1,0,8
21,61,1312,2028642,2096857,12410,20,0,1043,0,0,8
22,47,1359,2968940,3052822,9293,25,0,1043,0,0,11
23,44,1403,6366225,6391948,8309,50,4,1042,2,0,15
24,79,1482,326631,333011,3822,5,21,1046,1,0,11
25,67,1549,3297839,3394711,4811,30,21,1052,0,0,8
26,83,1632,529505,540129,2235,5,15,1054,1,0,7
27,48,1680,4731004,4857058,2217,40,15,1057,0,0,28
28,78,1758,1054075,1070640,1871,10,6,1056,2,0,1
29,66,1824,3180236,3246767,1693,25,6,1058,0,0,14
30,55,1879,1871223,1942641,1925,15,6,1063,0,0,15
31,53,1932,2988424,2997902,2815,25,25,1063,3,0,0
32,57,1989,2878886,2981624,3108,25,54,1047,0,0,12
33,134,2123,32435,39777,1190,1,54,1049,0,0,0
34,55,2178,1602516,1653648,1537,15,54,1049,0,0,8
35,47,2225,8178254,8200476,2368,65,33,1050,1,0,16
36,81,2306,3064450,3075261,2555,25,37,1048,3,0,11
37,48,2354,813010,822394,816,10,17,1050,1,0,11
