name,time,event
3xc,2025-12-14T19:45:37.066056Z,17
bboost,2025-12-24T09:49:01.079846Z,18
wildcard,2025-12-27T19:31:18.735837Z,19
wildcard,2026-01-07T21:35:59.675429Z,22
bboost,2026-01-24T17:55:34.298832Z,24
3xc,2026-02-09T13:37:19.016893Z,26
freehit,2026-04-19T18:48:08.121584Z,34
