h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.363576,2.08498,0.363576,2.08498,"{'att': 348, 'def': 20}","{'att': 232, 'def': 17}",0,19,2,1,0.2555,w,2025-08-23 18:45:00,1,0,0,3,-1.7214039999999997
h,3.52949,1.32978,2.76819,0.568485,"{'att': 304, 'def': 22}","{'att': 194, 'def': 20}",2,6,3,2,2.7855,w,2025-08-29 16:30:00,1,0,0,3,2.1997050000000002
a,0.166346,1.8883,0.166346,1.8883,"{'att': 228, 'def': 11}","{'att': 330, 'def': 28}",1,3,0,0,0.19390000000000002,d,2025-09-15 16:30:00,0,1,0,1,-1.7219540000000002
h,0.172561,0.902031,0.172561,0.902031,"{'att': 214, 'def': 14}","{'att': 248, 'def': 21}",2,4,0,0,0.5848,d,2025-09-21 13:00:00,0,1,0,1,-0.7294700000000001
a,0.564557,1.44033,0.564557,1.44033,"{'att': 292, 'def': 17}","{'att': 179, 'def': 26}",2,3,1,1,0.6134,d,2025-09-27 13:00:00,0,1,0,1,-0.8757730000000001
a,0.619599,4.65231,0.619599,4.65231,"{'att': 317, 'def': 12}","{'att': 177, 'def': 25}",3,18,1,4,0.023799999999999998,l,2025-10-04 16:00:00,0,0,1,0,-4.032711
h,1.22876,0.962572,1.22876,0.962572,"{'att': 179, 'def': 23}","{'att': 203, 'def': 22}",1,7,1,1,1.6079,d,2025-10-20 18:45:00,0,1,0,1,0.2661880000000001
h,0.967146,1.62371,0.967146,1.62371,"{'att': 286, 'def': 12}","{'att': 127, 'def': 14}",3,11,1,1,0.8469,d,2025-10-25 18:45:00,0,1,0,1,-0.656564
a,1.57974,1.3491,1.57974,1.3491,"{'att': 190, 'def': 26}","{'att': 142, 'def': 32}",3,6,2,0,1.5312000000000001,w,2025-10-29 18:45:00,1,0,0,3,0.23063999999999996
h,0.611392,2.61402,0.611392,2.61402,"{'att': 249, 'def': 21}","{'att': 317, 'def': 15}",3,9,1,2,0.2061,l,2025-11-01 19:45:00,0,0,1,0,-2.002628
a,1.23118,1.45109,1.23118,1.45109,"{'att': 174, 'def': 26}","{'att': 280, 'def': 22}",8,6,0,1,1.1689,l,2025-11-07 19:45:00,0,0,1,0,-0.21991000000000005
h,1.25617,1.73178,1.25617,1.73178,"{'att': 217, 'def': 22}","{'att': 255, 'def': 20}",6,12,1,3,1.0073999999999999,l,2025-11-23 14:00:00,0,0,1,0,-0.4756100000000001
a,2.33533,2.11713,2.33533,1.35583,"{'att': 254, 'def': 14}","{'att': 119, 'def': 29}",2,9,3,1,1.5702999999999998,w,2025-12-01 19:45:00,1,0,0,3,0.9794999999999998
h,2.08254,1.37526,1.32124,1.37526,"{'att': 157, 'def': 18}","{'att': 179, 'def': 31}",4,4,2,0,1.9512999999999998,w,2025-12-07 11:30:00,1,0,0,3,-0.05401999999999996
a,0.700243,1.94598,0.700243,1.94598,"{'att': 204, 'def': 21}","{'att': 245, 'def': 31}",3,5,0,1,0.4902,l,2025-12-13 14:00:00,0,0,1,0,-1.245737
a,0.70974,0.432769,0.70974,0.432769,"{'att': 347, 'def': 22}","{'att': 292, 'def': 25}",1,3,0,0,1.6252,d,2025-12-20 17:00:00,0,1,0,1,0.276971
h,0.276244,2.85402,0.276244,2.85402,"{'att': 264, 'def': 21}","{'att': 243, 'def': 12}",2,11,0,2,0.0779,l,2025-12-28 14:00:00,0,0,1,0,-2.5777759999999996
a,0.752862,2.20676,0.752862,2.20676,"{'att': 256, 'def': 18}","{'att': 172, 'def': 16}",1,12,0,1,0.30700000000000005,l,2026-01-04 14:00:00,0,0,1,0,-1.4538980000000001
h,2.2527,1.78257,2.2527,1.78257,"{'att': 323, 'def': 18}","{'att': 239, 'def': 18}",4,7,2,2,1.731,d,2026-01-08 17:30:00,0,1,0,1,0.47012999999999994
a,1.1134,3.2309,1.1134,2.33463,"{'att': 334, 'def': 8}","{'att': 254, 'def': 26}",3,13,0,5,0.23500000000000001,l,2026-01-12 19:45:00,0,0,1,0,-1.2212300000000003
h,0.452062,0.487484,0.452062,0.487484,"{'att': 162, 'def': 16}","{'att': 283, 'def': 21}",2,5,0,0,1.2334,d,2026-01-19 17:30:00,0,1,0,1,-0.035421999999999954
a,0.845543,1.3787,0.845543,1.3787,"{'att': 211, 'def': 23}","{'att': 230, 'def': 17}",7,2,0,1,0.8547,l,2026-01-25 11:30:00,0,0,1,0,-0.533157
h,0.510166,2.18311,0.510166,2.18311,"{'att': 325, 'def': 22}","{'att': 150, 'def': 19}",1,10,0,2,0.3043,l,2026-02-01 17:00:00,0,0,1,0,-1.6729440000000002
a,0.914806,3.12119,0.914806,3.12119,"{'att': 277, 'def': 21}","{'att': 205, 'def': 14}",4,7,1,2,0.2783,l,2026-02-09 17:30:00,0,0,1,0,-2.206384
h,1.34717,1.33514,1.34717,1.33514,"{'att': 340, 'def': 18}","{'att': 113, 'def': 18}",6,9,0,0,1.3708999999999998,d,2026-02-15 14:00:00,0,1,0,1,0.012029999999999985
a,0.280739,2.58194,0.280739,2.58194,"{'att': 235, 'def': 13}","{'att': 190, 'def': 21}",0,7,0,3,0.1282,l,2026-02-22 19:45:00,0,0,1,0,-2.301201
h,1.08387,3.87512,1.08387,3.87512,"{'att': 242, 'def': 22}","{'att': 194, 'def': 18}",2,11,0,2,0.16849999999999998,l,2026-03-01 11:30:00,0,0,1,0,-2.79125
a,0.791422,1.76705,0.791422,1.00575,"{'att': 105, 'def': 27}","{'att': 189, 'def': 27}",5,6,1,2,0.5526,l,2026-03-08 11:30:00,0,0,1,0,-0.21432799999999996
h,1.47372,1.14462,1.47372,1.14462,"{'att': 244, 'def': 23}","{'att': 192, 'def': 12}",9,9,1,4,1.6261,l,2026-03-16 19:45:00,0,0,1,0,0.32909999999999995
a,0.781807,0.287758,0.781807,0.287758,"{'att': 241, 'def': 15}","{'att': 254, 'def': 25}",1,1,2,0,1.8750000000000002,w,2026-03-21 14:00:00,1,0,0,3,0.494049
h,1.39638,1.58974,0.635086,1.58974,"{'att': 400, 'def': 20}","{'att': 206, 'def': 21}",0,6,1,2,1.2007,l,2026-04-05 13:00:00,0,0,1,0,-0.9546539999999999
a,0.268819,1.431,0.268819,1.431,"{'att': 136, 'def': 21}","{'att': 357, 'def': 25}",3,1,0,1,0.3788,l,2026-04-11 13:00:00,0,0,1,0,-1.1621810000000001
h,0.88749,0.159021,0.88749,0.159021,"{'att': 171, 'def': 20}","{'att': 305, 'def': 14}",8,2,0,0,2.0487,d,2026-04-19 10:30:00,0,1,0,1,0.728469
a,0.473643,3.24062,0.473643,2.47932,"{'att': 399, 'def': 21}","{'att': 258, 'def': 19}",1,7,0,4,0.09,l,2026-04-24 18:45:00,0,0,1,0,-2.005677
h,0.55053,0.987521,0.55053,0.987521,"{'att': 397, 'def': 22}","{'att': 298, 'def': 15}",1,4,1,2,0.8633,l,2026-05-04 16:30:00,0,0,1,0,-0.436991
h,1.26744,0.0,1.26744,0.0,"{'att': 136, 'def': 22}","{'att': 415, 'def': 18}",3,0,3,0,2.5724,w,2026-05-10 13:00:00,1,0,0,3,1.26744
