season_name,total_points,rank
2014/15,1894,614932
2015/16,2008,603752
2016/17,1977,718406
2017/18,2208,108474
2018/19,1957,2409850
2019/20,1686,5412863
2020/21,2383,116264
2021/22,2082,2071788
2022/23,2526,102523
2023/24,2117,3308234
2024/25,2549,42827
