h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.72315,0.74203,1.72315,0.74203,"{'att': 134, 'def': 21}","{'att': 241, 'def': 12}",2,2,2,1,2.1765,w,2025-08-16 19:30:00,1,0,0,3,0.98112
a,1.43838,2.13985,1.43838,2.13985,"{'att': 283, 'def': 29}","{'att': 260, 'def': 19}",0,8,0,1,0.8793000000000001,l,2025-08-22 19:30:00,0,0,1,0,-0.70147
h,0.855094,0.960547,0.111816,0.960547,"{'att': 293, 'def': 14}","{'att': 187, 'def': 34}",3,9,1,1,1.3242,d,2025-08-30 15:00:00,0,1,0,1,-0.848731
a,0.090756,0.866662,0.090756,0.866662,"{'att': 253, 'def': 26}","{'att': 193, 'def': 38}",0,5,1,0,0.4545,w,2025-09-13 16:30:00,1,0,0,3,-0.775906
h,0.910257,0.891992,0.166979,0.891992,"{'att': 255, 'def': 32}","{'att': 196, 'def': 25}",4,4,1,2,1.3839,l,2025-09-20 16:30:00,0,0,1,0,-0.725013
a,1.21176,0.576203,1.21176,0.576203,"{'att': 138, 'def': 30}","{'att': 190, 'def': 25}",2,2,1,1,1.9597000000000002,d,2025-09-24 17:00:00,0,1,0,1,0.6355569999999999
a,0.566415,1.04267,0.566415,1.04267,"{'att': 171, 'def': 29}","{'att': 252, 'def': 22}",6,4,0,1,0.8887,l,2025-09-27 16:30:00,0,0,1,0,-0.476255
h,2.85063,0.661537,2.10735,0.661537,"{'att': 253, 'def': 30}","{'att': 204, 'def': 16}",6,4,3,1,2.7159000000000004,w,2025-10-05 12:00:00,1,0,0,3,1.4458129999999998
h,1.05624,0.318076,1.05624,0.318076,"{'att': 147, 'def': 22}","{'att': 270, 'def': 17}",8,3,0,0,2.0020000000000002,d,2025-10-20 19:00:00,0,1,0,1,0.738164
a,1.41466,1.54971,1.41466,1.54971,"{'att': 224, 'def': 22}","{'att': 178, 'def': 31}",3,7,0,1,1.247,l,2025-10-26 20:00:00,0,0,1,0,-0.1350499999999999
