element,position,multiplier,player_name
1,1,1,David Raya Martín
257,2,1,Maxence Lacroix
5,3,1,Gabriel dos Santos Magalhães
291,4,1,James Tarkowski
20,5,1,Leandro Trossard
237,6,1,Enzo Fernández
449,7,1,Bruno Borges Fernandes
299,8,1,Iliman Ndiaye
517,9,1,Elliot Anderson
283,10,1,Jean-Philippe Mateta
430,11,2,Erling Haaland
220,12,0,Robert Lynch Sánchez
575,13,0,Micky van de Ven
373,14,0,Virgil van Dijk
252,15,0,Marc Guiu Paz
