name,time,event
bboost,2025-08-09T13:17:29.489340Z,1
freehit,2025-08-22T09:19:36.078126Z,2
3xc,2025-09-26T14:07:40.331880Z,6
wildcard,2025-11-28T18:40:42.950778Z,13
3xc,2026-02-10T16:54:38.185453Z,26
wildcard,2026-04-10T10:14:52.971028Z,32
bboost,2026-04-17T13:41:39.306122Z,33
freehit,2026-04-23T21:55:12.917737Z,34
