element_in,element_in_cost,element_out,element_out_cost,entry,event,time
299,62,417,65,370592,37,2026-05-14T21:03:28.980270Z
178,63,624,77,370592,36,2026-05-08T18:08:25.312354Z
417,65,119,82,370592,35,2026-04-30T17:31:48.528285Z
411,51,683,41,370592,35,2026-04-30T17:31:48.524086Z
449,103,417,63,370592,33,2026-04-17T19:03:51.916729Z
411,50,151,46,370592,33,2026-04-17T19:03:51.916476Z
417,63,449,103,370592,33,2026-04-17T14:57:36.223517Z
151,46,411,50,370592,33,2026-04-17T14:57:36.223197Z
449,103,417,63,370592,33,2026-04-17T14:43:06.470904Z
411,50,151,46,370592,33,2026-04-17T14:43:06.470631Z
417,63,449,103,370592,33,2026-04-16T17:32:48.086034Z
151,46,260,51,370592,33,2026-04-16T17:32:48.085871Z
139,45,470,40,370592,33,2026-04-16T17:32:48.085659Z
449,103,547,49,370592,33,2026-04-13T19:15:15.977493Z
547,49,354,49,370592,33,2026-04-13T18:38:53.580423Z
260,51,411,50,370592,33,2026-04-13T18:38:53.580176Z
341,39,139,45,370592,33,2026-04-13T18:38:53.579864Z
77,42,151,45,370592,33,2026-04-11T06:17:49.775602Z
470,40,67,46,370592,33,2026-04-11T06:17:49.775320Z
224,60,5,68,370592,33,2026-04-10T19:53:13.938133Z
354,49,449,97,370592,33,2026-04-10T19:52:03.307317Z
343,43,77,42,370592,33,2026-04-10T19:52:03.307085Z
67,46,341,39,370592,33,2026-04-10T19:52:03.306757Z
341,39,470,40,370592,33,2026-04-10T19:42:14.072739Z
691,56,624,76,370592,33,2026-04-10T19:34:41.610377Z
249,78,136,72,370592,33,2026-04-10T19:34:41.610183Z
84,54,517,54,370592,33,2026-04-10T19:34:41.609971Z
82,82,387,70,370592,33,2026-04-10T19:34:41.609739Z
783,55,119,83,370592,33,2026-04-10T19:34:41.609537Z
235,106,83,59,370592,33,2026-04-10T19:34:41.609328Z
77,42,683,41,370592,33,2026-04-10T19:34:41.609120Z
72,51,373,61,370592,33,2026-04-10T19:34:41.608854Z
411,50,317,45,370592,33,2026-04-10T19:34:41.608635Z
151,45,6,61,370592,33,2026-04-10T19:34:41.608420Z
139,45,1,60,370592,33,2026-04-10T19:34:41.608142Z
6,61,8,63,370592,32,2026-04-10T17:29:13.677552Z
1,60,101,46,370592,32,2026-04-10T17:29:13.670368Z
624,76,661,91,370592,32,2026-04-10T15:45:52.259585Z
317,45,226,55,370592,31,2026-03-19T19:42:38.688046Z
387,69,237,65,370592,29,2026-03-03T17:16:43.958567Z
661,89,749,45,370592,27,2026-02-20T20:02:08.693329Z
83,58,21,74,370592,27,2026-02-20T20:02:08.687020Z
373,59,257,51,370592,27,2026-02-20T15:06:04.775493Z
517,53,414,86,370592,24,2026-01-24T19:44:25.087630Z
119,81,84,55,370592,23,2026-01-23T14:21:00.324956Z
257,51,256,58,370592,22,2026-01-17T10:55:16.011652Z
136,71,218,42,370592,22,2026-01-17T08:33:20.240824Z
84,55,382,82,370592,22,2026-01-17T08:33:20.240462Z
218,42,136,71,370592,22,2026-01-17T08:07:45.891651Z
382,82,84,55,370592,22,2026-01-17T08:07:45.891319Z
136,71,218,42,370592,22,2026-01-16T21:27:38.426206Z
84,55,235,104,370592,22,2026-01-16T21:27:38.425747Z
683,41,317,46,370592,22,2026-01-16T21:05:23.418891Z
317,46,683,41,370592,22,2026-01-16T21:03:39.214320Z
256,58,373,59,370592,22,2026-01-16T21:03:39.214054Z
683,41,317,46,370592,22,2026-01-16T20:54:34.720392Z
373,59,256,58,370592,22,2026-01-16T20:51:24.152587Z
414,87,16,102,370592,22,2026-01-16T20:48:39.428492Z
317,46,683,41,370592,22,2026-01-16T20:48:39.428030Z
8,63,36,48,370592,22,2026-01-16T20:48:39.427536Z
218,42,136,71,370592,22,2026-01-16T20:45:21.524472Z
16,102,414,87,370592,22,2026-01-16T20:45:21.524264Z
235,104,84,55,370592,22,2026-01-16T20:45:21.524015Z
