season_name,total_points,rank
2007/08,1519,1071086
2008/09,2009,18911
2009/10,2213,65144
2010/11,1907,271186
2011/12,2009,149713
2012/13,2209,10804
2013/14,2377,17675
2014/15,2163,19029
2015/16,2249,13126
2016/17,2140,151872
2017/18,2177,181993
2018/19,2303,56004
2019/20,2247,142397
2020/21,2425,53786
2021/22,2417,266507
2022/23,2349,1056792
2023/24,2372,506701
2024/25,2335,1127478
