event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,55,55,4223904,4241883,4223898,45,5,1000,0,0,9
2,49,104,5811696,5818778,4706099,55,5,1001,0,0,13
3,68,172,537754,538498,1559481,5,29,1003,2,0,12
4,62,234,6276024,6280377,2155694,55,29,1004,0,0,7
5,56,290,1252590,1254908,1264603,15,42,1006,1,0,9
6,70,360,1079358,1086277,724885,10,7,1007,0,0,16
7,80,440,1123364,1127961,441224,10,7,1012,0,0,10
8,99,539,27254,27436,68732,1,7,1021,0,0,0
9,40,579,8044269,8051744,137900,70,7,1022,0,0,8
10,102,681,23600,23623,26389,1,1,1022,3,0,7
11,52,733,1211674,1212040,12124,10,0,1029,3,0,6
12,48,781,2725384,2729597,10412,25,1,1031,1,0,2
13,69,850,121894,123241,1723,1,1,1033,0,0,0
14,72,922,2703350,2707286,1902,25,6,1034,1,0,2
15,51,973,5344638,5349841,3056,45,5,1035,1,0,4
16,85,1058,673937,674939,1961,10,11,1039,3,0,5
17,92,1150,928966,930569,1060,10,11,1045,0,0,8
18,53,1203,2767103,2769791,769,25,1,1044,2,0,11
19,35,1238,9156248,9157140,1253,75,9,1044,3,0,13
20,56,1290,1944336,1945979,1528,20,4,1046,2,4,3
21,54,1344,4225404,4232360,1850,35,4,1046,0,0,9
22,57,1401,876444,877057,699,10,22,1046,1,0,5
23,33,1434,10930426,10933243,1266,90,12,1049,1,0,11
24,72,1506,1101223,1103320,853,10,26,1048,1,0,4
25,74,1580,1452177,1455543,754,15,51,1050,1,0,5
26,57,1637,6944124,6949395,1702,55,51,1052,0,0,4
27,41,1678,8676721,8681257,2502,70,45,1054,1,0,9
28,50,1728,7259379,7262970,9616,60,45,1053,0,0,0
29,40,1768,10403117,10403276,28554,85,12,1050,3,0,18
30,56,1824,1774741,1778006,28918,15,64,1050,1,0,8
31,66,1890,646442,648432,21794,10,67,1049,2,0,2
32,69,1959,603381,606760,13611,5,3,1039,0,0,11
33,138,2097,16996,17211,4457,1,19,1039,1,0,0
34,70,2167,226964,230821,2789,5,19,1039,0,0,5
35,61,2228,2475397,2483253,2100,20,19,1042,0,0,8
36,94,2322,725339,726948,1121,10,11,1045,1,0,10
37,29,2351,4338947,4344652,960,35,11,1047,0,0,17
