h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.4925,1.84516,0.732401,1.84516,"{'att': 307, 'def': 31}","{'att': 224, 'def': 20}",1,3,1,0,1.0882,w,2025-08-17 15:15:00,1,0,0,3,-1.112759
a,2.24407,2.66284,2.24407,2.66284,"{'att': 306, 'def': 26}","{'att': 223, 'def': 21}",5,7,1,3,1.0776,l,2025-08-23 17:00:00,0,0,1,0,-0.4187700000000003
a,1.10996,0.418091,1.10996,0.418091,"{'att': 236, 'def': 25}","{'att': 261, 'def': 21}",5,1,0,1,2.0265999999999997,l,2025-08-30 17:00:00,0,0,1,0,0.6918690000000001
h,0.904229,1.62646,0.904229,1.62646,"{'att': 330, 'def': 25}","{'att': 117, 'def': 30}",3,13,1,2,0.8091999999999999,l,2025-09-13 19:05:00,0,0,1,0,-0.7222310000000001
h,0.883373,1.50957,0.883373,0.749478,"{'att': 278, 'def': 19}","{'att': 155, 'def': 30}",5,7,1,0,0.7646,w,2025-09-21 15:15:00,1,0,0,3,0.133895
a,0.73132,2.11672,0.73132,2.11672,"{'att': 416, 'def': 18}","{'att': 168, 'def': 36}",4,7,0,2,0.4447,l,2025-09-27 19:05:00,0,0,1,0,-1.3854
h,1.27422,0.471027,1.27422,0.471027,"{'att': 254, 'def': 31}","{'att': 275, 'def': 26}",4,3,1,2,2.1046,l,2025-10-04 19:05:00,0,0,1,0,0.8031929999999999
a,1.66634,1.93587,0.906242,1.93587,"{'att': 222, 'def': 22}","{'att': 222, 'def': 33}",1,9,2,2,1.2099,d,2025-10-19 15:15:00,0,1,0,1,-1.029628
h,0.563862,1.52215,0.563862,1.52215,"{'att': 229, 'def': 22}","{'att': 174, 'def': 19}",6,7,0,1,0.5570999999999999,l,2025-10-26 15:15:00,0,0,1,0,-0.9582879999999999
a,0.68695,4.10806,0.68695,4.10806,"{'att': 499, 'def': 27}","{'att': 209, 'def': 27}",4,13,0,3,0.045,l,2025-10-29 19:05:00,0,0,1,0,-3.42111
h,1.09464,0.698037,1.09464,0.698037,"{'att': 337, 'def': 11}","{'att': 265, 'def': 27}",6,0,0,1,1.6756,l,2025-11-01 20:05:00,0,0,1,0,0.39660300000000004
a,0.589602,1.15143,0.589602,1.15143,"{'att': 297, 'def': 18}","{'att': 269, 'def': 24}",6,2,0,2,0.7746999999999999,l,2025-11-09 16:15:00,0,0,1,0,-0.561828
h,1.512,1.27606,0.751903,1.27606,"{'att': 340, 'def': 18}","{'att': 104, 'def': 20}",2,8,0,0,1.5657,d,2025-11-23 14:00:00,0,1,0,1,-0.524157
a,1.15143,1.80891,1.15143,1.04882,"{'att': 370, 'def': 26}","{'att': 261, 'def': 20}",1,4,1,1,0.8183,d,2025-11-29 18:00:00,0,1,0,1,0.10260999999999987
h,2.22374,0.346523,1.46364,0.346523,"{'att': 381, 'def': 25}","{'att': 199, 'def': 16}",7,3,3,1,2.7405000000000004,w,2025-12-07 16:15:00,1,0,0,3,1.117117
h,2.50862,0.733512,1.74852,0.733512,"{'att': 241, 'def': 24}","{'att': 158, 'def': 20}",6,7,3,4,2.7350999999999996,l,2025-12-14 16:15:00,0,0,1,0,1.015008
a,0.835513,1.54399,0.835513,1.54399,"{'att': 264, 'def': 25}","{'att': 255, 'def': 37}",3,9,0,2,0.7621,l,2026-01-04 16:15:00,0,0,1,0,-0.708477
a,0.393025,2.61821,0.393025,2.61821,"{'att': 248, 'def': 38}","{'att': 240, 'def': 31}",11,10,0,1,0.16749999999999998,l,2026-01-17 16:00:00,0,0,1,0,-2.2251849999999997
h,0.352997,2.19544,0.352997,2.19544,"{'att': 434, 'def': 17}","{'att': 135, 'def': 26}",4,8,0,1,0.2204,l,2026-01-23 19:00:00,0,0,1,0,-1.842443
a,0.871363,0.804565,0.871363,0.804565,"{'att': 289, 'def': 20}","{'att': 233, 'def': 31}",10,5,0,0,1.3733999999999997,d,2026-02-01 16:15:00,0,1,0,1,0.06679800000000002
