element_in,element_in_cost,element_out,element_out_cost,entry,event,time
299,62,157,61,4160393,37,2026-05-15T09:23:14.772811Z
291,57,256,59,4160393,37,2026-05-15T09:23:14.758677Z
666,89,249,73,4160393,36,2026-05-08T19:40:47.688617Z
329,59,235,104,4160393,36,2026-05-08T19:40:47.688067Z
256,59,343,43,4160393,36,2026-05-08T19:40:47.677992Z
21,72,84,54,4160393,35,2026-05-01T15:34:41.109756Z
517,56,497,44,4160393,34,2026-04-24T15:53:16.899705Z
567,39,679,42,4160393,34,2026-04-24T15:53:16.899478Z
64,86,499,103,4160393,34,2026-04-21T10:43:07.309416Z
381,140,382,83,4160393,34,2026-04-21T10:43:07.309001Z
329,60,119,85,4160393,34,2026-04-21T10:43:07.308528Z
447,37,683,41,4160393,34,2026-04-21T10:43:07.308154Z
606,44,106,49,4160393,34,2026-04-21T10:43:07.307704Z
499,103,64,86,4160393,34,2026-04-19T12:07:00.555047Z
119,85,387,71,4160393,34,2026-04-19T12:07:00.554830Z
382,83,381,140,4160393,34,2026-04-19T12:07:00.554482Z
64,86,691,56,4160393,34,2026-04-19T09:47:16.208780Z
624,77,430,144,4160393,34,2026-04-19T09:47:16.208479Z
136,73,249,74,4160393,34,2026-04-19T09:47:16.208210Z
497,44,235,105,4160393,34,2026-04-19T09:47:16.207926Z
381,140,157,61,4160393,34,2026-04-19T09:47:16.207625Z
387,71,84,54,4160393,34,2026-04-19T09:47:16.207327Z
21,72,82,81,4160393,34,2026-04-19T09:47:16.207056Z
694,45,411,50,4160393,34,2026-04-19T09:47:16.206756Z
683,41,343,43,4160393,34,2026-04-19T09:47:16.206435Z
106,49,151,45,4160393,34,2026-04-19T09:47:16.206143Z
373,62,77,42,4160393,34,2026-04-19T09:47:16.205851Z
679,42,341,39,4160393,34,2026-04-19T09:47:16.205515Z
1,60,139,45,4160393,34,2026-04-19T09:47:16.205165Z
77,42,72,51,4160393,32,2026-04-10T13:25:27.338678Z
157,61,660,48,4160393,32,2026-04-09T06:47:12.038154Z
