season_name,total_points,rank
2015/16,1794,1816127
2018/19,2024,1598064
2019/20,2005,1840888
2020/21,2510,5526
2021/22,2403,301411
2022/23,2506,153262
2023/24,2521,46877
2024/25,2359,892801
