h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,3.23588,1.51665,2.30665,1.51665,"{'att': 273, 'def': 15}","{'att': 313, 'def': 22}",10,5,3,2,2.4806,w,2024-08-23 18:30:00,1,0,0,3,0.7899999999999998
h,3.42266,1.50532,3.42266,1.50532,"{'att': 210, 'def': 14}","{'att': 285, 'def': 23}",16,2,2,3,2.4935,l,2024-08-31 16:30:00,0,0,1,0,1.91734
a,3.41829,1.06356,2.66052,1.06356,"{'att': 202, 'def': 19}","{'att': 326, 'def': 14}",13,5,4,1,2.6919,w,2024-09-14 13:30:00,1,0,0,3,1.59696
h,1.71874,0.836406,1.71874,0.836406,"{'att': 96, 'def': 21}","{'att': 351, 'def': 13}",12,1,4,3,2.0665,w,2024-09-22 13:30:00,1,0,0,3,0.882334
a,0.0870163,1.19457,0.0870163,1.19457,"{'att': 397, 'def': 17}","{'att': 176, 'def': 25}",0,7,1,1,0.3389,d,2024-09-28 16:30:00,0,1,0,1,-1.1075537
h,2.5839,1.98438,2.5839,1.22661,"{'att': 165, 'def': 15}","{'att': 295, 'def': 17}",15,0,2,2,1.8004000000000002,d,2024-10-05 13:30:00,0,1,0,1,1.3572899999999999
h,4.07146,1.55158,3.31368,0.793806,"{'att': 297, 'def': 16}","{'att': 293, 'def': 10}",15,3,2,1,2.7271,w,2024-10-19 13:30:00,1,0,0,3,2.519874
a,1.30852,1.78808,1.30852,1.78808,"{'att': 262, 'def': 24}","{'att': 309, 'def': 18}",7,11,2,2,1.0004,d,2024-10-26 16:30:00,0,1,0,1,-0.47956
h,2.78287,0.223778,2.78287,0.223778,"{'att': 244, 'def': 25}","{'att': 237, 'def': 23}",4,8,0,0,2.8522,d,2024-11-01 19:30:00,0,1,0,1,2.559092
a,1.40554,0.777554,1.40554,0.777554,"{'att': 157, 'def': 14}","{'att': 423, 'def': 13}",13,6,1,1,1.8783,d,2024-11-09 14:30:00,0,1,0,1,0.627986
h,2.02581,1.03141,2.02581,1.03141,"{'att': 151, 'def': 10}","{'att': 485, 'def': 11}",8,3,5,2,2.109,w,2024-11-23 14:30:00,1,0,0,3,0.9944
a,0.906684,1.11328,0.906684,1.11328,"{'att': 177, 'def': 20}","{'att': 329, 'def': 25}",2,2,2,1,1.1307999999999998,w,2024-11-30 14:30:00,1,0,0,3,-0.206596
h,0.729523,2.18395,0.729523,2.18395,"{'att': 212, 'def': 15}","{'att': 425, 'def': 21}",10,3,2,1,0.3188,w,2024-12-07 14:30:00,1,0,0,3,-1.454427
a,1.02095,0.43671,1.02095,0.43671,"{'att': 188, 'def': 13}","{'att': 408, 'def': 15}",4,6,2,0,1.8968,w,2024-12-14 14:30:00,1,0,0,3,0.5842400000000001
h,3.25968,1.34161,2.50191,1.34161,"{'att': 196, 'def': 29}","{'att': 406, 'def': 17}",14,4,5,1,2.5456000000000003,w,2024-12-21 17:30:00,1,0,0,3,1.1603
a,1.8834,1.48663,1.8834,0.728853,"{'att': 497, 'def': 17}","{'att': 167, 'def': 19}",4,4,3,2,1.7239,w,2025-01-10 19:30:00,1,0,0,3,1.154547
h,1.99412,0.603471,1.99412,0.603471,"{'att': 211, 'def': 20}","{'att': 355, 'def': 21}",8,4,1,0,2.4193,w,2025-01-14 19:30:00,1,0,0,3,1.3906489999999998
h,2.08382,0.473935,1.32605,0.473935,"{'att': 329, 'def': 22}","{'att': 352, 'def': 15}",8,0,3,1,2.6161999999999996,w,2025-01-18 17:30:00,1,0,0,3,0.852115
a,2.57674,0.708246,2.57674,0.708246,"{'att': 314, 'def': 15}","{'att': 181, 'def': 18}",5,13,2,2,2.6663,d,2025-01-25 14:30:00,0,1,0,1,1.868494
h,1.35418,1.94944,1.35418,1.94944,"{'att': 263, 'def': 19}","{'att': 284, 'def': 15}",8,5,3,1,0.8720000000000001,w,2025-02-02 16:30:00,1,0,0,3,-0.5952600000000001
a,1.66317,0.895017,1.66317,0.895017,"{'att': 202, 'def': 16}","{'att': 274, 'def': 9}",5,4,0,0,2.0379,d,2025-02-08 14:30:00,0,1,0,1,0.7681530000000001
h,2.55729,0.0720406,2.55729,0.0720406,"{'att': 267, 'def': 32}","{'att': 250, 'def': 16}",11,1,0,0,2.903,d,2025-02-15 17:30:00,0,1,0,1,2.4852494000000003
a,2.55557,0.494995,2.55557,0.494995,"{'att': 203, 'def': 21}","{'att': 245, 'def': 6}",11,2,2,0,2.7295,w,2025-02-22 14:30:00,1,0,0,3,2.060575
a,2.37018,1.00046,2.37018,1.00046,"{'att': 244, 'def': 17}","{'att': 342, 'def': 36}",8,4,4,1,2.324,w,2025-03-01 17:30:00,1,0,0,3,1.36972
h,1.36325,1.67701,1.36325,1.67701,"{'att': 127, 'def': 22}","{'att': 367, 'def': 19}",6,5,0,2,1.1163,l,2025-03-08 14:30:00,0,0,1,0,-0.3137599999999998
a,2.07439,2.85024,2.07439,2.85024,"{'att': 191, 'def': 13}","{'att': 204, 'def': 24}",5,9,4,3,0.8705,w,2025-03-16 18:30:00,1,0,0,3,-0.7758499999999997
h,2.08076,0.702152,2.08076,0.702152,"{'att': 206, 'def': 14}","{'att': 355, 'def': 27}",8,4,3,1,2.4915000000000003,w,2025-03-28 19:30:00,1,0,0,3,1.3786080000000003
a,0.367393,1.30234,0.367393,1.30234,"{'att': 309, 'def': 24}","{'att': 312, 'def': 24}",7,7,1,0,0.5403,w,2025-04-05 13:30:00,1,0,0,3,-0.934947
h,0.495489,0.513825,0.495489,0.513825,"{'att': 142, 'def': 15}","{'att': 270, 'def': 12}",7,2,0,0,1.2382,d,2025-04-12 13:30:00,0,1,0,1,-0.018335999999999963
a,1.13491,2.3164,1.13491,2.3164,"{'att': 229, 'def': 8}","{'att': 353, 'def': 18}",8,4,1,1,0.4565,d,2025-04-20 17:30:00,0,1,0,1,-1.1814899999999997
h,1.03782,0.640893,1.03782,0.640893,"{'att': 285, 'def': 18}","{'att': 336, 'def': 14}",6,6,2,0,1.7119,w,2025-04-26 13:30:00,1,0,0,3,0.3969269999999999
a,0.227838,0.904468,0.227838,0.904468,"{'att': 119, 'def': 25}","{'att': 374, 'def': 22}",6,6,2,2,0.5954999999999999,d,2025-05-04 15:30:00,0,1,0,1,-0.6766300000000001
h,1.90473,1.39477,1.90473,1.39477,"{'att': 212, 'def': 27}","{'att': 334, 'def': 16}",10,7,2,4,1.7198,l,2025-05-11 13:30:00,0,0,1,0,0.50996
a,1.33572,2.89903,0.577946,2.14125,"{'att': 160, 'def': 20}","{'att': 207, 'def': 27}",1,12,2,2,0.4171,d,2025-05-17 13:30:00,0,1,0,1,-1.563304
