id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
4410,@FPL_Iranian | H2H,,2025-07-21T11:42:54.792440Z,True,,,x,h,7411,1,False,False,False,False,,,,,[],[],18,18
