event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,71,71,838026,839394,838026,10,0,1000,0,0,3
2,49,120,5811696,5813830,1688590,55,0,1000,0,0,9
3,70,190,367887,368014,326591,5,25,1001,1,0,15
4,57,247,8176451,8176904,1045377,75,3,1002,2,0,11
5,61,308,519510,519822,418966,5,17,1004,1,0,0
6,74,382,676751,677169,199727,10,4,1003,1,0,14
7,62,444,5680434,5681278,359247,50,4,1002,0,0,15
8,105,549,9186,9208,34297,1,6,1009,2,0,0
9,40,589,8309233,8310623,76566,70,1,1011,1,0,9
10,83,672,1107985,1108717,50160,10,1,1012,1,0,7
11,42,714,4338627,4340037,47756,40,8,1014,1,0,10
12,55,769,1165188,1165591,24201,10,3,1014,0,0,18
13,49,818,1520211,1520859,19242,15,7,1020,1,0,9
14,63,881,5561991,5563382,33026,45,2,1023,1,0,3
15,60,941,2311282,2311763,25708,20,2,1027,0,0,17
16,103,1044,35273,35304,5308,1,2,1030,0,0,0
17,93,1137,876085,876489,2716,10,18,1033,2,0,13
18,46,1183,5503147,5504301,3157,45,9,1036,2,0,15
19,50,1233,2409063,2409497,1761,20,2,1035,2,0,16
20,76,1309,95784,95881,375,1,1,1033,2,0,5
21,72,1381,319280,319496,126,5,1,1035,0,0,8
22,45,1426,3725982,3727317,115,30,1,1040,0,0,10
23,32,1458,11209501,11210245,232,90,6,1042,1,0,17
24,64,1522,3147046,3147454,286,25,3,1041,3,0,18
25,73,1595,1540096,1541524,281,15,3,1047,0,0,15
26,61,1656,5471086,5472445,509,45,3,1049,0,0,6
27,37,1693,10219573,10221327,1026,80,3,1050,0,0,9
28,67,1760,2846572,2847343,1658,25,3,1053,0,0,3
29,64,1824,3658307,3659575,1684,30,3,1049,0,0,3
30,62,1886,654529,656227,1309,10,3,1048,0,0,6
31,58,1944,1971356,1971840,1452,20,18,1045,3,0,2
32,63,2007,1432695,1433838,1186,15,5,1024,0,0,13
33,116,2123,354632,354899,1185,5,1,1026,1,0,0
34,70,2193,226964,228480,702,5,1,1026,0,0,4
35,60,2253,2778662,2780632,560,25,1,1029,0,0,8
36,80,2333,3270071,3270916,631,30,2,1029,2,0,13
37,24,2357,6060894,6062097,698,50,2,1029,0,0,11
