event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,81,81,171132,196071,171132,5,0,1000,0,0,4
2,55,136,3864995,3957708,328796,40,0,1001,0,0,12
3,44,180,7062934,7127382,825413,65,13,1006,1,0,4
4,68,248,4192423,4283591,956338,40,0,1006,0,0,25
5,62,310,382465,407200,349031,5,0,1015,0,0,0
6,83,393,169667,176433,84380,5,20,1018,1,0,13
7,73,466,2792233,2822063,85495,25,4,1018,2,0,22
8,68,534,2544669,2621064,96737,25,4,1026,0,0,13
9,41,575,7957024,7993546,175775,70,7,1029,2,0,12
10,97,672,70731,73711,48726,1,8,1031,1,0,8
11,32,704,9117605,9264911,86529,75,8,1034,0,0,4
12,56,760,1132937,1147526,43158,10,23,1032,2,0,8
13,48,808,1704297,1731956,35803,15,33,1032,1,0,12
14,71,879,2811227,2911747,36350,25,33,1034,0,0,7
15,68,947,1044556,1057454,17664,10,10,1035,2,0,16
16,77,1024,1698255,1714778,19143,15,2,1038,3,0,6
17,75,1099,4567970,4584743,29600,40,19,1044,3,0,16
18,49,1148,3909767,4036382,26981,35,19,1047,0,0,16
19,41,1189,6135209,6171365,26804,50,12,1044,2,0,14
20,58,1247,1515900,1543957,19880,15,23,1041,1,0,23
21,75,1322,168397,179652,7004,5,23,1041,0,0,22
22,42,1364,5393205,5453007,7086,45,8,1046,1,0,18
23,30,1394,11516657,11595131,13585,95,8,1051,0,0,13
24,74,1468,821006,837728,8408,10,15,1052,2,0,5
25,67,1535,3297839,3427100,10462,30,15,1057,0,0,26
26,71,1606,2341516,2427899,9357,20,15,1057,0,0,7
27,43,1649,7612070,7672153,12106,60,6,1058,1,0,14
28,86,1735,315769,325422,6735,5,9,1060,1,0,4
29,74,1809,1710543,1730852,3810,15,61,1057,1,0,4
30,56,1865,1774741,1811302,4035,15,50,1062,1,0,20
31,51,1916,3381590,3402006,6399,30,67,1063,2,0,0
32,59,1975,2478986,2507711,6440,20,46,1065,1,0,8
33,104,2079,791623,819051,9656,10,46,1062,0,0,7
34,67,2146,383348,414090,7029,5,3,1047,0,0,0
35,62,2208,2402766,2432264,5386,20,2,1055,1,0,8
36,100,2308,303649,308217,2312,5,3,1052,3,0,0
37,49,2357,728136,738774,713,10,6,1050,1,0,4
