name,time,event
freehit,2025-08-22T12:59:19.138717Z,2
wildcard,2025-09-12T23:10:21.309588Z,4
bboost,2025-09-20T08:22:07.051557Z,5
3xc,2025-09-27T06:14:47.713487Z,6
3xc,2026-02-08T19:14:38.482238Z,26
freehit,2026-04-16T09:44:02.718613Z,33
wildcard,2026-04-23T13:02:03.906464Z,34
bboost,2026-05-05T10:53:05.507274Z,36
