element_in,element_in_cost,element_out,element_out_cost,entry,event,time
6,62,257,52,456879,37,2026-05-15T17:06:50.734254Z
136,73,249,75,456879,37,2026-05-15T17:06:50.733828Z
16,100,235,103,456879,37,2026-05-15T17:06:50.724886Z
417,66,82,81,456879,36,2026-05-09T09:52:24.066048Z
257,52,343,43,456879,36,2026-05-09T09:52:24.060384Z
5,72,72,52,456879,35,2026-05-01T16:42:46.899792Z
515,75,717,65,456879,34,2026-04-24T16:21:58.744548Z
567,39,502,46,456879,34,2026-04-24T16:21:58.744166Z
252,40,691,57,456879,34,2026-04-24T11:31:06.050689Z
624,77,430,144,456879,34,2026-04-24T11:31:06.050476Z
596,72,249,76,456879,34,2026-04-24T11:31:06.050236Z
387,71,783,55,456879,34,2026-04-24T11:31:06.050039Z
717,65,235,105,456879,34,2026-04-24T11:31:06.049837Z
21,72,84,54,456879,34,2026-04-24T11:31:06.049626Z
381,140,82,82,456879,34,2026-04-24T11:31:06.049374Z
541,38,411,50,456879,34,2026-04-24T11:31:06.049171Z
373,62,343,43,456879,34,2026-04-24T11:31:06.048966Z
683,41,151,45,456879,34,2026-04-24T11:31:06.048756Z
568,51,77,42,456879,34,2026-04-24T11:31:06.048528Z
5,71,72,52,456879,34,2026-04-24T11:31:06.048273Z
502,46,341,39,456879,34,2026-04-24T11:31:06.048053Z
1,60,139,45,456879,34,2026-04-24T11:31:06.047779Z
249,77,624,76,456879,33,2026-04-18T02:34:07.156681Z
72,52,5,71,456879,33,2026-04-18T02:34:07.149324Z
624,76,249,78,456879,32,2026-04-10T09:10:18.828001Z
5,72,72,51,456879,32,2026-04-10T09:10:18.827754Z
249,78,252,40,456879,32,2026-04-10T09:07:51.204841Z
430,144,136,72,456879,32,2026-04-10T09:07:51.204649Z
235,106,485,73,456879,32,2026-04-10T09:07:51.204454Z
783,55,387,69,456879,32,2026-04-10T09:07:51.204252Z
84,54,329,60,456879,32,2026-04-10T09:07:51.204035Z
82,82,237,65,456879,32,2026-04-10T09:07:51.203791Z
343,43,473,53,456879,32,2026-04-10T09:07:51.203596Z
77,42,373,61,456879,32,2026-04-10T09:07:51.203400Z
72,51,317,45,456879,32,2026-04-10T09:07:51.203198Z
411,50,256,58,456879,32,2026-04-10T09:07:51.202972Z
151,45,5,70,456879,32,2026-04-10T09:07:51.202733Z
341,39,470,40,456879,32,2026-04-10T09:07:51.202525Z
139,45,1,58,456879,32,2026-04-10T09:07:51.202260Z
485,73,381,140,456879,31,2026-03-20T14:18:23.605049Z
381,140,21,75,456879,29,2026-03-03T17:04:54.590768Z
691,57,430,145,456879,29,2026-03-03T17:04:54.584304Z
329,59,517,53,456879,28,2026-02-27T16:03:22.959596Z
256,58,683,40,456879,26,2026-02-10T14:46:40.803722Z
21,75,16,99,456879,25,2026-02-06T15:55:59.558034Z
237,67,84,54,456879,24,2026-01-31T05:19:57.055355Z
449,93,414,83,456879,23,2026-01-24T10:56:04.161729Z
5,68,291,56,456879,22,2026-01-17T07:52:01.530445Z
84,55,450,80,456879,22,2026-01-17T07:52:01.522319Z
473,52,72,48,456879,19,2025-12-30T16:56:23.723360Z
136,71,283,77,456879,18,2025-12-26T09:02:51.134500Z
291,55,725,55,456879,18,2025-12-26T09:02:51.126763Z
450,80,449,91,456879,18,2025-12-25T23:31:32.802267Z
387,67,299,64,456879,16,2025-12-13T12:42:27.431431Z
725,55,477,49,456879,16,2025-12-13T08:13:31.082204Z
477,49,295,45,456879,15,2025-12-06T09:21:12.291085Z
252,42,136,66,456879,14,2025-12-02T15:14:54.097703Z
16,101,82,77,456879,14,2025-12-02T15:14:54.090386Z
136,66,252,42,456879,13,2025-11-29T08:01:14.334219Z
517,53,237,67,456879,13,2025-11-29T08:01:14.333734Z
414,80,16,99,456879,13,2025-11-29T08:01:14.328651Z
373,59,5,63,456879,12,2025-11-21T16:12:00.123098Z
283,77,249,75,456879,10,2025-10-27T04:28:23.889151Z
237,67,427,56,456879,9,2025-10-24T17:05:42.307667Z
295,45,403,58,456879,9,2025-10-24T17:05:42.302112Z
299,65,660,50,456879,6,2025-09-26T16:08:02.031185Z
683,40,291,55,456879,6,2025-09-26T16:08:02.030588Z
430,143,666,90,456879,6,2025-09-26T16:05:51.365334Z
249,78,661,86,456879,6,2025-09-26T16:05:51.364787Z
82,77,612,59,456879,6,2025-09-26T16:05:51.364321Z
660,50,384,76,456879,6,2025-09-26T16:05:51.363856Z
16,98,381,145,456879,6,2025-09-26T16:05:51.363386Z
72,48,568,55,456879,6,2025-09-26T16:05:51.362801Z
291,55,506,54,456879,6,2025-09-26T16:05:51.362167Z
403,58,257,50,456879,6,2025-09-26T16:05:51.361590Z
5,61,191,40,456879,6,2025-09-26T16:05:51.361150Z
1,56,502,50,456879,6,2025-09-26T16:05:51.360607Z
666,90,654,64,456879,4,2025-09-13T09:54:46.483085Z
612,59,235,104,456879,4,2025-09-13T09:54:46.478069Z
525,77,661,86,456879,3,2025-08-30T09:07:36.996782Z
249,76,654,65,456879,3,2025-08-30T09:07:36.996516Z
430,141,252,45,456879,3,2025-08-30T09:07:36.996278Z
335,45,427,56,456879,3,2025-08-30T09:07:36.996036Z
119,80,384,75,456879,3,2025-08-30T09:07:36.995788Z
450,81,381,145,456879,3,2025-08-30T09:07:36.995532Z
582,66,235,104,456879,3,2025-08-30T09:07:36.995291Z
347,40,506,55,456879,3,2025-08-30T09:07:36.995040Z
683,40,317,45,456879,3,2025-08-30T09:07:36.994773Z
505,55,257,50,456879,3,2025-08-30T09:07:36.994493Z
224,61,191,40,456879,3,2025-08-30T09:07:36.994187Z
