event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,52,52,5174831,5318057,5174823,55,5,1000,0,0,16
2,54,106,4168589,4228764,4274377,40,5,998,0,0,15
3,86,192,13892,14118,272534,1,1,1001,2,0,14
4,84,276,608824,629727,94897,10,1,1006,0,0,14
5,65,341,232427,238044,21377,5,1,1010,1,0,4
6,74,415,646016,658685,11444,10,1,1014,0,0,11
7,88,503,350857,353286,3367,5,6,1017,3,0,5
8,71,574,1842241,1879331,3794,20,6,1026,0,0,9
9,58,632,2374035,2396985,2339,20,5,1027,1,0,11
10,78,710,2181743,2213786,2743,20,2,1033,1,0,0
11,52,762,1151106,1172350,986,10,3,1031,1,0,8
12,33,795,8386309,8424658,3440,70,2,1034,1,0,13
13,45,840,2427280,2443374,3993,20,6,1032,2,0,12
14,69,909,3398170,3464248,5201,30,6,1034,0,0,13
15,70,979,821956,829172,2054,10,22,1031,2,0,8
16,79,1058,1319283,1330716,1940,15,22,1041,0,0,6
17,88,1146,1523820,1539672,1445,15,14,1047,2,0,5
18,59,1205,1185564,1216302,677,10,3,1041,0,0,6
19,52,1257,1829811,1845034,292,15,0,1047,1,0,10
20,35,1292,8836621,8856353,1280,70,15,1051,1,0,7
21,67,1359,961909,966769,638,10,35,1047,3,0,18
22,35,1394,9177819,9208342,1122,75,37,1050,2,0,21
23,48,1442,4224890,4315745,719,35,37,1054,0,0,12
24,47,1489,9705494,9718458,2512,80,8,1054,2,0,14
25,57,1546,7121147,7198104,5747,60,8,1055,0,0,7
26,88,1634,214483,221615,1988,5,8,1056,0,0,8
27,50,1684,3880630,3969963,1764,35,8,1056,0,0,11
28,78,1762,967881,991406,1487,10,8,1059,0,0,4
29,55,1817,6096762,6165188,2447,50,8,1059,0,0,6
30,50,1867,3580522,3611549,3653,30,3,1060,1,0,14
31,59,1926,1620271,1670808,3810,15,3,1057,0,0,10
32,70,1996,573136,581234,2146,5,8,1056,1,0,10
33,109,2105,587736,590053,2969,5,52,1053,3,0,6
34,85,2190,7943,8012,848,1,34,1053,3,0,0
35,49,2239,7010401,7117967,1208,55,34,1058,0,0,12
36,96,2335,507115,519240,574,5,11,1048,0,0,13
37,20,2355,7877360,7900292,782,65,1,1053,1,0,18
