season_name,total_points,rank
2016/17,1705,2454974
2017/18,2064,703037
2018/19,2031,1516082
2019/20,2169,440940
2020/21,2397,91273
2021/22,2227,1030883
2022/23,2138,3492933
2023/24,2270,1337651
2024/25,2580,18337
