season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2022/23,224995,65,65,53,863,5,0,0,23,0,0,0,1,1,0,6,173,242.8,157.7,305.0,70.6,0,0,0,0,13,3.81,0.88,4.69,18.12
2023/24,224995,55,55,43,685,2,2,1,18,0,0,0,0,0,0,2,149,221.4,251.4,343.0,81.7,0,0,0,0,7,2.62,1.03,3.65,11.39
2024/25,224995,50,48,23,229,1,1,0,4,0,0,0,0,0,0,2,90,112.0,115.3,195.0,42.3,0,0,0,32,1,1.18,1.29,2.47,4.08
