season_name,total_points,rank
2011/12,2088,50807
2012/13,2348,259
2013/14,2273,121010
2014/15,2135,30485
2015/16,2335,812
2016/17,2196,71897
2017/18,2288,19798
2018/19,2414,4571
2019/20,2312,37285
2020/21,2286,422305
2021/22,2620,11481
2022/23,2544,67768
2023/24,2553,19659
2024/25,2589,13829
