name,time,event
bboost,2025-10-17T20:38:20.792046Z,8
wildcard,2025-11-22T19:19:22.874910Z,13
3xc,2025-12-19T22:04:20.819705Z,17
freehit,2025-12-25T18:22:21.777437Z,18
3xc,2026-02-06T19:19:21.854234Z,26
wildcard,2026-04-10T17:06:18.729412Z,32
bboost,2026-04-17T18:56:48.895726Z,33
freehit,2026-04-20T21:15:41.266978Z,34
