season_name,total_points,rank
2012/13,1975,289209
2013/14,1842,1598357
2014/15,1872,725900
2015/16,1978,765008
2016/17,1896,1188705
2017/18,1717,3442773
2018/19,1735,4522450
2020/21,1693,5339620
2021/22,1644,6318804
2022/23,2094,4061851
2023/24,2193,2277931
2024/25,2561,31193
