season_name,total_points,rank
2013/14,2025,940121
2014/15,1996,223823
2015/16,2093,244546
2016/17,2168,105445
2017/18,2280,24014
2018/19,2192,300209
2019/20,1812,4144182
2021/22,2522,77695
2022/23,2434,446874
2023/24,2433,235351
2024/25,2370,799387
