season_name,total_points,rank
2012/13,1710,1396039
2013/14,2068,769990
2014/15,1891,630077
2015/16,2157,93273
2016/17,2109,216575
2017/18,2001,1169757
2018/19,2142,547140
2019/20,2218,226080
2020/21,2184,1025165
2021/22,2300,660802
2022/23,2593,16122
2023/24,2386,429937
2024/25,2541,51747
