name,time,event
3xc,2025-09-25T20:33:22.877200Z,6
wildcard,2025-10-28T15:28:11.701080Z,10
freehit,2025-11-28T23:05:41.745128Z,13
bboost,2025-12-21T02:43:00.413812Z,18
wildcard,2026-04-10T14:52:47.862866Z,32
bboost,2026-04-17T20:11:10.646003Z,33
freehit,2026-04-24T08:08:06.400378Z,34
3xc,2026-05-03T16:12:42.590455Z,36
