event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,54,54,4551060,4557915,4551053,50,0,1000,0,0,11
2,37,91,9136715,9138975,7170947,85,0,1001,0,0,12
3,66,157,742166,742646,3706425,10,0,1001,2,0,6
4,72,229,2931949,2934145,2727076,30,0,1002,0,0,10
5,56,285,1139004,1141180,1623099,10,0,1006,0,0,-1
6,63,348,2175697,2176974,1253171,20,4,1005,0,0,11
7,74,422,2336423,2338619,1028561,20,4,1009,0,0,6
8,71,493,2022398,2022626,851416,20,11,1015,3,0,13
9,52,545,4031352,4032461,751229,35,1,1016,1,0,7
10,82,627,1285712,1286946,537685,15,0,1022,1,0,6
11,43,670,3623978,3626860,491646,30,0,1025,0,0,5
12,57,727,998731,999301,264937,10,0,1024,2,0,10
13,68,795,153717,153782,79197,5,1,1024,2,0,6
14,80,875,955169,955815,46015,10,1,1025,0,0,3
15,66,941,1315462,1316009,26356,15,6,1030,2,0,17
16,84,1025,734775,735123,17807,10,6,1037,0,0,7
17,83,1108,2457094,2458059,17400,20,3,1039,2,0,0
18,61,1169,1021433,1021559,7977,10,5,1041,4,0,12
19,47,1216,3384897,3386268,5568,30,14,1039,1,0,8
20,35,1251,8836621,8837468,16050,70,0,1040,1,0,2
21,50,1301,5699106,5701939,22472,45,0,1038,0,0,9
22,38,1339,7608353,7609650,27195,60,5,1034,2,0,10
23,49,1388,4113134,4114523,19064,35,26,1031,1,0,9
24,84,1472,114367,114609,6774,1,7,1034,1,0,-1
25,67,1539,3297839,3300350,8465,30,7,1038,0,0,1
26,63,1602,4999539,5001076,11576,40,3,1039,1,0,3
27,43,1645,7236102,7240034,14776,60,3,1038,0,0,13
28,101,1746,8081,8113,3774,1,1,1039,3,0,4
29,67,1813,2953178,2954737,3079,25,1,1044,0,0,13
30,72,1885,85644,86099,1397,1,1,1048,0,0,18
31,64,1949,895102,896023,1102,10,13,1054,1,0,1
32,58,2007,2553534,2562566,1200,20,47,1040,0,0,11
33,134,2141,32435,33603,439,1,47,1042,0,0,0
34,69,2210,277662,279587,261,5,47,1042,0,0,4
35,48,2258,7769722,7772457,422,60,24,1041,1,0,16
36,83,2341,2565672,2566913,404,20,30,1044,2,0,17
37,16,2357,9507648,9508704,702,75,0,1045,2,0,13
