event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,68,68,1235729,1364960,1235729,15,0,1000,0,0,6
2,50,118,5479611,5594406,1982826,55,0,1000,0,0,11
3,71,189,307767,317604,361204,5,0,1002,1,0,0
4,85,274,515888,544717,114120,5,9,1003,0,0,10
5,38,312,7792287,7941985,300260,70,9,1008,0,0,15
6,68,380,1525913,1535961,224804,15,1,1010,3,0,6
7,80,460,1200853,1235952,132921,10,16,1012,1,0,6
8,84,544,372427,382738,49086,5,1,1017,1,0,13
9,34,578,10544504,10584844,149474,90,0,1012,1,0,30
10,74,652,3366204,3424960,163165,30,5,1015,1,0,6
11,47,699,2374243,2430505,118239,20,1,1017,1,0,9
12,68,767,190113,200602,27274,5,1,1022,0,0,5
13,91,858,682,759,871,1,1,1026,0,0,5
14,62,920,5678804,5797206,2178,50,1,1027,0,0,7
15,65,985,1470623,1488942,1249,15,0,1031,2,0,8
16,92,1077,255175,259119,458,5,4,1036,3,0,2
17,83,1160,2417468,2450475,501,20,3,1040,1,0,2
18,46,1206,5559838,5580778,634,45,18,1043,3,0,24
19,25,1227,12086581,12093728,2678,100,17,1042,2,4,13
20,54,1281,2357536,2394593,2700,20,10,1044,1,0,4
21,54,1335,4457417,4506429,3281,40,17,1043,1,0,8
22,41,1376,5907189,5976083,3544,50,24,1041,1,0,17
23,22,1398,12528284,12546649,11001,100,24,1041,0,0,18
24,67,1465,2025332,2110168,9824,20,6,1024,0,0,3
25,76,1541,1070984,1099456,7515,10,31,1031,1,0,16
26,97,1638,40077,42765,1568,1,31,1034,0,0,0
27,49,1687,4702310,4713674,1495,40,11,1034,3,0,8
28,79,1766,905766,926555,1199,10,57,1039,1,0,23
29,58,1824,5450685,5478917,1713,45,64,1041,1,0,20
30,65,1889,372055,400851,1100,5,64,1046,0,0,7
31,59,1944,1780784,1794546,1492,15,65,1048,3,4,0
32,67,2011,821763,879490,972,10,65,1052,0,0,7
33,104,2115,791623,820368,1862,10,65,1047,0,0,25
34,58,2173,1287588,1294212,2063,10,76,1046,1,0,2
35,70,2243,821800,830754,992,10,18,1048,2,0,9
36,84,2327,2314387,2343981,900,20,1,1043,1,0,4
37,51,2378,539780,567518,227,5,1,1046,0,0,13
