season_name,total_points,rank
2006/07,1380,768916
2007/08,1864,424060
2008/09,1551,975527
2009/10,2053,301600
2010/11,1757,800107
2011/12,1794,841915
2012/13,1780,1088910
2013/14,2158,427835
2014/15,2068,86993
2015/16,2217,29009
2016/17,2287,14945
2017/18,2207,111314
2018/19,2331,32819
2019/20,2334,20847
2020/21,2445,34604
2021/22,2525,74867
2022/23,2507,151254
2023/24,2546,24074
2024/25,2534,61813
